300, 600, 30
69, 354, 0, 99
69, 238, 0, 32
69, 593, 0, 55
69, 24, 0, 63
69, 250, 0, 64
69, 141, 1, 10
69, 14, 1, 31
69, 541, 1, 51
69, 286, 1, 88
69, 33, 1, 98
69, 545, 1, 42
69, 547, 1, 18
69, 426, 1, 67
69, 429, 1, 40
69, 59, 1, 56
69, 450, 1, 81
69, 66, 1, 52
69, 70, 1, 41
69, 207, 1, 33
69, 467, 1, 69
69, 340, 1, 12
69, 474, 1, 67
69, 351, 1, 69
69, 353, 1, 4
69, 493, 1, 43
69, 241, 1, 100
69, 371, 1, 18
69, 248, 1, 34
69, 506, 1, 28
69, 34, 2, 77
69, 260, 2, 82
69, 389, 2, 3
69, 484, 2, 81
69, 460, 2, 86
69, 525, 2, 17
69, 143, 2, 26
69, 464, 2, 98
69, 313, 2, 32
69, 474, 2, 67
69, 521, 3, 21
69, 146, 3, 42
69, 403, 3, 82
69, 531, 3, 1
69, 405, 3, 15
69, 534, 3, 55
69, 541, 3, 51
69, 543, 3, 31
69, 293, 3, 75
69, 553, 3, 44
69, 47, 3, 77
69, 50, 3, 63
69, 321, 3, 96
69, 577, 3, 87
69, 589, 3, 73
69, 84, 3, 38
69, 469, 3, 92
69, 229, 3, 37
69, 242, 3, 73
69, 0, 4, 98
69, 2, 4, 79
69, 198, 4, 94
69, 329, 4, 2
69, 11, 4, 18
69, 527, 4, 72
69, 52, 4, 28
69, 540, 4, 41
69, 574, 4, 67
69, 351, 4, 69
69, 480, 5, 14
69, 129, 5, 36
69, 541, 5, 51
69, 98, 5, 88
69, 66, 5, 52
69, 0, 5, 98
69, 134, 5, 18
69, 263, 5, 21
69, 320, 5, 57
69, 59, 5, 56
69, 113, 5, 23
69, 242, 5, 73
69, 566, 5, 73
69, 470, 5, 71
69, 217, 5, 83
69, 154, 5, 8
69, 251, 5, 57
69, 125, 5, 60
69, 4, 6, 78
69, 518, 6, 76
69, 152, 6, 22
69, 417, 6, 36
69, 41, 6, 7
69, 426, 6, 67
69, 430, 6, 27
69, 574, 6, 67
69, 450, 6, 81
69, 67, 6, 43
69, 69, 6, 42
69, 589, 6, 73
69, 205, 6, 34
69, 343, 6, 1
69, 350, 6, 89
69, 482, 6, 22
69, 98, 6, 88
69, 356, 6, 81
69, 102, 6, 67
69, 377, 6, 70
69, 250, 6, 64
69, 385, 7, 20
69, 2, 7, 79
69, 9, 7, 25
69, 530, 7, 23
69, 149, 7, 45
69, 412, 7, 47
69, 541, 7, 51
69, 30, 7, 11
69, 292, 7, 84
69, 422, 7, 76
69, 299, 7, 72
69, 300, 7, 16
69, 302, 7, 97
69, 574, 7, 67
69, 75, 7, 58
69, 204, 7, 86
69, 78, 7, 43
69, 89, 7, 3
69, 348, 7, 23
69, 97, 7, 17
69, 229, 7, 37
69, 233, 7, 30
69, 494, 7, 12
69, 380, 7, 53
69, 382, 8, 3
69, 387, 8, 41
69, 518, 8, 76
69, 392, 8, 48
69, 8, 8, 32
69, 534, 8, 55
69, 47, 8, 77
69, 179, 8, 14
69, 53, 8, 17
69, 567, 8, 33
69, 449, 8, 46
69, 577, 8, 87
69, 203, 8, 79
69, 464, 8, 98
69, 593, 8, 55
69, 336, 8, 66
69, 92, 8, 51
69, 228, 8, 71
69, 489, 8, 1
69, 361, 8, 59
69, 495, 8, 33
69, 241, 8, 100
69, 373, 8, 27
69, 126, 8, 27
69, 290, 9, 52
69, 419, 9, 34
69, 452, 9, 91
69, 389, 9, 3
69, 114, 9, 89
69, 57, 9, 64
69, 348, 9, 23
69, 196, 10, 98
69, 136, 10, 97
69, 361, 10, 59
69, 204, 10, 86
69, 140, 10, 86
69, 143, 10, 26
69, 208, 10, 72
69, 16, 10, 15
69, 431, 10, 10
69, 476, 10, 10
69, 295, 11, 65
69, 297, 11, 53
69, 171, 11, 32
69, 273, 11, 46
69, 210, 11, 95
69, 595, 11, 74
69, 372, 11, 90
69, 472, 11, 27
69, 121, 11, 35
69, 410, 11, 91
69, 190, 11, 53
69, 129, 12, 36
69, 35, 12, 72
69, 324, 12, 63
69, 261, 12, 24
69, 102, 12, 67
69, 519, 12, 48
69, 552, 12, 36
69, 542, 12, 4
69, 207, 12, 33
69, 146, 12, 42
69, 307, 12, 37
69, 439, 12, 36
69, 280, 12, 42
69, 250, 12, 64
69, 443, 12, 10
69, 509, 12, 17
69, 510, 12, 29
69, 291, 13, 70
69, 13, 13, 32
69, 48, 13, 54
69, 125, 13, 60
69, 24, 13, 63
69, 477, 13, 73
69, 451, 14, 79
69, 101, 14, 75
69, 232, 14, 82
69, 330, 14, 92
69, 202, 14, 66
69, 204, 14, 86
69, 14, 14, 31
69, 48, 14, 54
69, 144, 14, 43
69, 338, 14, 77
69, 148, 14, 69
69, 565, 14, 1
69, 279, 14, 22
69, 56, 14, 25
69, 441, 14, 68
69, 314, 14, 38
69, 125, 14, 60
69, 126, 14, 27
69, 390, 15, 19
69, 262, 15, 85
69, 25, 15, 81
69, 157, 15, 79
69, 543, 15, 31
69, 288, 15, 59
69, 164, 15, 32
69, 292, 15, 84
69, 193, 15, 83
69, 325, 15, 99
69, 203, 15, 79
69, 75, 15, 58
69, 77, 15, 88
69, 337, 15, 68
69, 476, 15, 10
69, 99, 15, 39
69, 355, 15, 94
69, 358, 15, 52
69, 239, 15, 38
69, 368, 15, 19
69, 265, 16, 64
69, 143, 16, 26
69, 527, 16, 72
69, 16, 16, 15
69, 529, 16, 100
69, 157, 16, 79
69, 543, 16, 31
69, 290, 16, 52
69, 34, 16, 77
69, 548, 16, 2
69, 422, 16, 76
69, 568, 16, 29
69, 442, 16, 67
69, 319, 16, 33
69, 575, 16, 11
69, 460, 16, 86
69, 596, 16, 47
69, 473, 16, 58
69, 352, 16, 82
69, 229, 16, 37
69, 497, 16, 60
69, 248, 16, 34
69, 484, 17, 81
69, 72, 17, 49
69, 136, 17, 97
69, 147, 17, 89
69, 508, 17, 57
69, 68, 18, 9
69, 486, 18, 57
69, 551, 18, 99
69, 232, 18, 82
69, 199, 18, 25
69, 423, 18, 83
69, 139, 18, 36
69, 141, 18, 10
69, 397, 18, 77
69, 271, 18, 60
69, 528, 18, 32
69, 338, 18, 77
69, 21, 18, 39
69, 470, 18, 71
