300, 600, 30
68, 5, 0, 44
68, 137, 0, 26
68, 143, 0, 62
68, 400, 0, 78
68, 282, 0, 29
68, 155, 0, 38
68, 414, 0, 75
68, 293, 0, 14
68, 294, 0, 54
68, 426, 0, 55
68, 52, 0, 100
68, 564, 0, 90
68, 186, 0, 72
68, 65, 0, 91
68, 323, 0, 98
68, 324, 0, 93
68, 355, 0, 80
68, 103, 0, 47
68, 499, 0, 74
68, 502, 0, 24
68, 379, 0, 95
68, 124, 0, 63
68, 126, 0, 11
68, 358, 1, 72
68, 360, 1, 44
68, 523, 1, 81
68, 459, 1, 6
68, 465, 1, 60
68, 470, 1, 66
68, 349, 1, 16
68, 543, 1, 80
68, 64, 2, 67
68, 385, 2, 26
68, 1, 2, 89
68, 195, 2, 35
68, 359, 2, 34
68, 585, 2, 34
68, 170, 2, 74
68, 395, 2, 15
68, 207, 2, 92
68, 527, 2, 92
68, 272, 2, 99
68, 498, 2, 99
68, 475, 2, 67
68, 194, 3, 81
68, 390, 3, 55
68, 455, 3, 74
68, 42, 3, 30
68, 330, 3, 19
68, 590, 3, 71
68, 272, 3, 99
68, 369, 3, 31
68, 210, 3, 23
68, 531, 3, 28
68, 594, 3, 11
68, 474, 3, 34
68, 54, 3, 19
68, 215, 3, 64
68, 120, 3, 25
68, 281, 3, 17
68, 282, 3, 29
68, 543, 3, 80
68, 0, 4, 78
68, 227, 4, 64
68, 547, 4, 3
68, 324, 4, 93
68, 420, 4, 16
68, 583, 4, 30
68, 267, 4, 28
68, 269, 4, 42
68, 462, 4, 32
68, 271, 4, 52
68, 341, 4, 46
68, 85, 4, 29
68, 222, 4, 22
68, 191, 4, 60
68, 289, 5, 32
68, 295, 5, 76
68, 107, 5, 33
68, 203, 5, 71
68, 318, 5, 41
68, 201, 6, 80
68, 399, 6, 9
68, 274, 6, 72
68, 499, 6, 74
68, 280, 6, 17
68, 253, 6, 16
68, 64, 7, 67
68, 385, 7, 26
68, 232, 7, 56
68, 557, 7, 89
68, 15, 7, 86
68, 309, 7, 48
68, 533, 7, 65
68, 505, 7, 18
68, 541, 7, 37
68, 129, 8, 92
68, 98, 8, 50
68, 122, 8, 27
68, 393, 8, 16
68, 490, 8, 81
68, 297, 8, 36
68, 172, 8, 48
68, 561, 8, 94
68, 183, 8, 43
68, 538, 8, 28
68, 571, 8, 29
68, 350, 8, 32
68, 415, 8, 46
68, 422, 9, 84
68, 467, 9, 33
68, 308, 9, 86
68, 24, 9, 92
68, 285, 9, 43
68, 264, 10, 63
68, 144, 10, 29
68, 160, 10, 69
68, 418, 10, 57
68, 164, 10, 60
68, 36, 10, 61
68, 557, 10, 89
68, 303, 10, 22
68, 433, 10, 8
68, 307, 10, 92
68, 563, 10, 79
68, 576, 10, 97
68, 65, 10, 91
68, 579, 10, 35
68, 460, 10, 95
68, 205, 10, 13
68, 206, 10, 48
68, 209, 10, 40
68, 338, 10, 47
68, 99, 10, 2
68, 100, 10, 68
68, 230, 10, 49
68, 108, 10, 35
68, 109, 10, 98
68, 0, 11, 78
68, 280, 11, 17
68, 451, 11, 87
68, 165, 11, 86
68, 199, 11, 87
68, 136, 11, 62
68, 233, 11, 17
68, 138, 11, 85
68, 264, 11, 63
68, 490, 11, 81
68, 173, 11, 28
68, 407, 11, 62
68, 380, 11, 1
68, 540, 11, 2
68, 541, 11, 37
68, 574, 11, 33
68, 513, 12, 77
68, 37, 12, 43
68, 167, 12, 86
68, 459, 12, 6
68, 53, 12, 80
68, 414, 12, 75
68, 321, 13, 58
68, 3, 13, 2
68, 295, 13, 76
68, 562, 13, 48
