300, 600, 30
14, 416, 0, 51
14, 1, 0, 63
14, 33, 0, 26
14, 200, 0, 10
14, 329, 0, 21
14, 587, 0, 85
14, 204, 0, 55
14, 429, 0, 47
14, 272, 0, 25
14, 529, 0, 60
14, 499, 0, 13
14, 58, 0, 98
14, 411, 0, 5
14, 255, 0, 84
14, 160, 1, 59
14, 201, 1, 38
14, 239, 1, 25
14, 304, 1, 78
14, 113, 1, 89
14, 531, 1, 35
14, 373, 1, 9
14, 247, 1, 97
14, 441, 1, 28
14, 27, 1, 13
14, 220, 1, 100
14, 527, 2, 4
14, 402, 2, 17
14, 277, 2, 23
14, 157, 2, 52
14, 158, 2, 86
14, 552, 2, 73
14, 557, 2, 13
14, 311, 2, 82
14, 447, 2, 16
14, 196, 2, 74
14, 325, 2, 62
14, 456, 2, 53
14, 584, 2, 22
14, 330, 2, 64
14, 460, 2, 100
14, 205, 2, 78
14, 489, 2, 74
14, 124, 2, 67
14, 505, 2, 77
14, 379, 2, 37
14, 380, 2, 18
14, 391, 3, 41
14, 400, 3, 54
14, 152, 3, 99
14, 281, 3, 81
14, 300, 3, 53
14, 302, 3, 86
14, 308, 3, 26
14, 319, 3, 11
14, 578, 3, 57
14, 323, 3, 98
14, 322, 3, 45
14, 586, 3, 53
14, 337, 3, 56
14, 597, 3, 16
14, 599, 3, 77
14, 95, 3, 56
14, 357, 3, 37
14, 487, 3, 93
14, 383, 3, 35
14, 384, 4, 21
14, 97, 4, 14
14, 1, 4, 63
14, 171, 4, 37
14, 205, 4, 78
14, 141, 4, 82
14, 594, 4, 4
14, 467, 4, 52
14, 468, 4, 63
14, 466, 4, 16
14, 595, 4, 57
14, 503, 4, 83
14, 505, 4, 77
14, 317, 4, 70
14, 63, 4, 65
14, 263, 5, 90
14, 521, 5, 58
14, 10, 5, 7
14, 274, 5, 94
14, 407, 5, 8
14, 415, 5, 97
14, 166, 5, 78
14, 185, 5, 32
14, 57, 5, 26
14, 570, 5, 34
14, 451, 5, 88
14, 454, 5, 18
14, 200, 5, 10
14, 457, 5, 25
14, 591, 5, 61
14, 92, 5, 89
14, 494, 5, 56
14, 243, 5, 25
14, 383, 5, 35
14, 483, 6, 84
14, 185, 6, 32
14, 531, 6, 35
14, 216, 6, 68
14, 377, 6, 1
14, 476, 6, 36
14, 222, 6, 79
14, 577, 7, 62
14, 103, 7, 100
14, 568, 7, 23
14, 333, 7, 21
14, 302, 7, 86
14, 79, 7, 47
14, 237, 7, 74
14, 403, 7, 90
14, 438, 7, 79
14, 344, 7, 18
14, 25, 7, 86
14, 186, 7, 11
14, 350, 7, 16
14, 260, 8, 21
14, 389, 8, 24
14, 197, 8, 40
14, 300, 8, 53
14, 430, 8, 56
14, 530, 8, 2
14, 443, 8, 83
14, 192, 9, 7
14, 161, 9, 67
14, 163, 9, 8
14, 3, 9, 25
14, 261, 9, 48
14, 453, 9, 64
14, 583, 9, 65
14, 171, 9, 37
14, 203, 9, 95
14, 495, 9, 6
14, 49, 9, 41
14, 114, 9, 37
14, 149, 9, 66
14, 54, 9, 60
14, 345, 9, 42
14, 506, 9, 69
14, 92, 9, 89
14, 158, 9, 86
14, 320, 10, 82
14, 258, 10, 97
14, 579, 10, 38
14, 355, 10, 5
14, 599, 10, 77
14, 73, 10, 60
14, 562, 10, 93
14, 276, 10, 7
14, 215, 10, 1
14, 376, 10, 48
14, 24, 10, 4
14, 443, 10, 83
14, 127, 10, 75
14, 479, 10, 24
14, 134, 11, 54
14, 140, 11, 14
14, 526, 11, 97
14, 530, 11, 2
14, 18, 11, 18
14, 277, 11, 23
14, 150, 11, 34
14, 155, 11, 29
14, 436, 11, 59
14, 190, 11, 16
14, 453, 11, 64
14, 210, 11, 40
14, 340, 11, 24
14, 214, 11, 19
14, 94, 11, 90
14, 485, 11, 84
14, 493, 11, 74
14, 368, 11, 57
14, 253, 11, 39
14, 519, 12, 65
14, 522, 12, 20
14, 10, 12, 7
14, 269, 12, 80
14, 14, 12, 26
14, 275, 12, 63
14, 19, 12, 22
14, 409, 12, 40
14, 29, 12, 95
14, 415, 12, 97
14, 555, 12, 55
14, 561, 12, 72
14, 564, 12, 1
14, 315, 12, 94
14, 577, 12, 62
14, 198, 12, 75
14, 326, 12, 3
14, 207, 12, 5
14, 79, 12, 47
14, 216, 12, 68
14, 483, 12, 84
14, 365, 12, 8
14, 111, 12, 67
14, 246, 12, 25
14, 247, 12, 97
14, 579, 13, 38
14, 516, 13, 92
14, 68, 13, 60
14, 7, 13, 58
14, 168, 13, 96
14, 201, 13, 38
14, 363, 13, 49
14, 110, 13, 99
14, 399, 13, 71
14, 467, 13, 52
14, 85, 13, 27
14, 506, 13, 69
14, 155, 13, 29
14, 254, 13, 94
14, 512, 14, 81
14, 385, 14, 81
14, 519, 14, 65
14, 393, 14, 72
14, 150, 14, 34
14, 282, 14, 86
14, 283, 14, 6
14, 155, 14, 29
14, 413, 14, 55
14, 156, 14, 64
14, 169, 14, 74
14, 181, 14, 88
14, 54, 14, 60
14, 567, 14, 9
14, 183, 14, 97
14, 192, 14, 7
14, 334, 14, 13
14, 78, 14, 92
14, 597, 14, 16
14, 487, 14, 93
14, 363, 14, 49
14, 493, 14, 74
14, 382, 14, 2
14, 96, 15, 71
14, 417, 15, 81
14, 194, 15, 36
14, 355, 15, 5
14, 134, 15, 54
14, 299, 15, 42
14, 300, 15, 53
14, 144, 15, 85
14, 561, 15, 72
14, 435, 15, 98
14, 308, 15, 26
14, 499, 15, 13
14, 118, 15, 12
14, 438, 15, 79
14, 570, 15, 34
