300, 600, 30
12, 578, 0, 67
12, 547, 0, 95
12, 5, 0, 44
12, 69, 0, 96
12, 485, 0, 6
12, 334, 0, 20
12, 339, 0, 9
12, 313, 0, 91
12, 100, 1, 57
12, 549, 1, 91
12, 198, 1, 21
12, 522, 1, 10
12, 203, 1, 27
12, 12, 1, 14
12, 51, 1, 10
12, 254, 1, 42
12, 342, 1, 86
12, 151, 1, 50
12, 280, 1, 20
12, 153, 1, 28
12, 186, 1, 30
12, 382, 1, 70
12, 287, 2, 5
12, 197, 2, 47
12, 458, 2, 31
12, 587, 2, 4
12, 331, 2, 33
12, 336, 2, 63
12, 594, 2, 55
12, 595, 2, 64
12, 275, 2, 48
12, 438, 2, 65
12, 220, 2, 74
12, 221, 2, 39
12, 254, 2, 42
12, 511, 2, 1
12, 576, 3, 42
12, 480, 3, 92
12, 385, 3, 50
12, 259, 3, 76
12, 133, 3, 45
12, 135, 3, 65
12, 7, 3, 60
12, 173, 3, 68
12, 495, 3, 73
12, 16, 3, 60
12, 82, 3, 23
12, 83, 3, 5
12, 532, 3, 97
12, 469, 3, 26
12, 22, 3, 9
12, 88, 3, 41
12, 379, 3, 59
12, 448, 4, 27
12, 355, 4, 3
12, 196, 4, 91
12, 579, 4, 30
12, 550, 4, 31
12, 231, 4, 72
12, 3, 4, 43
12, 107, 4, 100
12, 140, 4, 4
12, 335, 4, 1
12, 466, 4, 95
12, 531, 4, 38
12, 18, 4, 45
12, 438, 4, 65
12, 24, 4, 4
12, 190, 4, 15
12, 318, 4, 56
12, 512, 5, 37
12, 388, 5, 41
12, 518, 5, 98
12, 269, 5, 58
12, 14, 5, 11
12, 270, 5, 59
12, 544, 5, 86
12, 291, 5, 78
12, 166, 5, 72
12, 432, 5, 77
12, 180, 5, 16
12, 322, 5, 9
12, 323, 5, 73
12, 332, 5, 10
12, 466, 5, 95
12, 220, 5, 74
12, 359, 5, 51
12, 361, 5, 22
12, 107, 5, 100
12, 363, 5, 94
12, 372, 5, 60
12, 500, 5, 81
12, 249, 5, 75
12, 511, 5, 1
12, 391, 6, 44
12, 10, 6, 66
12, 142, 6, 24
12, 17, 6, 5
12, 411, 6, 13
12, 417, 6, 59
12, 424, 6, 93
12, 298, 6, 92
12, 177, 6, 51
12, 178, 6, 40
12, 436, 6, 3
12, 565, 6, 2
12, 54, 6, 100
12, 440, 6, 57
12, 184, 6, 61
12, 59, 6, 95
12, 87, 6, 29
12, 116, 6, 30
12, 377, 6, 17
12, 379, 6, 59
12, 234, 7, 40
12, 138, 7, 19
12, 523, 7, 57
12, 463, 7, 51
12, 401, 7, 39
12, 122, 7, 52
12, 571, 7, 59
12, 150, 8, 58
12, 154, 8, 31
12, 411, 8, 13
12, 412, 8, 21
12, 27, 8, 24
12, 304, 8, 61
12, 562, 8, 98
12, 61, 8, 26
12, 189, 8, 53
12, 191, 8, 98
12, 64, 8, 57
12, 198, 8, 21
12, 71, 8, 62
12, 209, 8, 19
12, 82, 8, 23
12, 217, 8, 85
12, 224, 8, 63
12, 100, 8, 57
12, 358, 8, 18
12, 489, 8, 47
12, 362, 8, 42
12, 365, 8, 95
12, 116, 8, 30
12, 252, 8, 76
12, 508, 8, 21
12, 33, 9, 93
12, 34, 9, 56
12, 454, 9, 63
12, 489, 9, 47
12, 426, 9, 82
12, 505, 9, 22
12, 537, 9, 39
12, 565, 9, 2
12, 277, 9, 90
12, 23, 9, 4
12, 184, 9, 61
12, 473, 9, 6
12, 548, 10, 9
12, 351, 10, 37
12, 167, 10, 44
12, 522, 10, 10
12, 371, 10, 1
12, 117, 10, 98
12, 566, 10, 38
12, 279, 10, 63
12, 568, 10, 51
12, 221, 10, 39
12, 90, 10, 80
12, 61, 10, 26
12, 191, 10, 98
12, 323, 11, 73
12, 579, 11, 30
12, 175, 11, 74
12, 307, 11, 17
12, 180, 11, 16
12, 116, 11, 30
12, 407, 11, 11
12, 64, 12, 57
12, 482, 12, 64
12, 195, 12, 47
12, 4, 12, 39
12, 296, 12, 29
12, 236, 12, 53
12, 172, 12, 4
12, 209, 12, 19
12, 18, 12, 45
12, 563, 12, 62
12, 147, 12, 29
12, 115, 12, 90
12, 534, 12, 51
12, 406, 12, 15
12, 214, 12, 22
12, 150, 12, 58
12, 306, 12, 4
12, 379, 12, 59
12, 449, 13, 8
12, 194, 13, 95
12, 69, 13, 96
12, 561, 13, 3
12, 284, 13, 46
12, 0, 14, 51
12, 194, 14, 95
12, 100, 14, 57
12, 522, 14, 10
12, 333, 14, 76
12, 527, 14, 38
12, 246, 14, 16
12, 247, 14, 7
12, 217, 14, 85
12, 256, 15, 46
12, 516, 15, 6
12, 138, 15, 19
12, 404, 15, 53
12, 160, 15, 11
12, 554, 15, 89
12, 44, 15, 13
12, 179, 15, 82
12, 566, 15, 38
12, 59, 15, 95
12, 190, 15, 15
12, 584, 15, 45
12, 78, 15, 66
12, 341, 15, 80
12, 342, 15, 86
12, 91, 15, 53
12, 477, 15, 77
12, 355, 15, 3
12, 489, 15, 47
12, 105, 15, 14
12, 362, 15, 42
12, 496, 15, 97
12, 501, 15, 95
12, 32, 16, 46
12, 33, 16, 93
12, 365, 16, 95
12, 45, 16, 8
12, 210, 16, 65
12, 214, 16, 22
12, 31, 16, 45
12, 577, 17, 69
12, 292, 17, 26
12, 485, 17, 6
12, 137, 17, 11
12, 490, 17, 79
12, 240, 17, 16
12, 561, 17, 3
12, 498, 17, 58
12, 532, 17, 97
12, 372, 17, 60
12, 376, 17, 64
12, 26, 17, 89
12, 316, 17, 85
12, 418, 18, 2
12, 37, 18, 25
12, 6, 18, 59
12, 488, 18, 51
12, 265, 18, 44
12, 586, 18, 8
12, 460, 18, 78
12, 45, 18, 8
12, 143, 18, 7
12, 464, 18, 72
12, 561, 18, 3
12, 506, 18, 84
12, 499, 18, 69
12, 86, 18, 28
12, 23, 18, 4
12, 153, 18, 28
12, 26, 18, 89
12, 159, 18, 75
12, 264, 19, 16
12, 393, 19, 74
12, 144, 19, 91
12, 407, 19, 11
12, 414, 19, 72
12, 159, 19, 75
12, 543, 19, 29
12, 30, 19, 9
12, 42, 19, 51
12, 174, 19, 3
12, 563, 19, 62
12, 437, 19, 98
12, 451, 19, 89
12, 201, 19, 22
12, 585, 19, 20
12, 459, 19, 4
12, 338, 19, 73
12, 218, 19, 30
12, 361, 19, 22
12, 237, 19, 94
12, 244, 19, 14
12, 483, 20, 20
12, 351, 20, 37
12, 424, 20, 93
12, 127, 20, 68
12, 238, 20, 7
12, 239, 20, 16
12, 80, 20, 29
12, 240, 20, 16
12, 497, 20, 78
12, 598, 20, 53
12, 408, 20, 95
