300, 600, 30
5, 448, 0, 23
5, 418, 0, 64
5, 322, 0, 37
5, 420, 0, 70
5, 69, 0, 46
5, 422, 0, 80
5, 423, 0, 53
5, 392, 0, 67
5, 552, 0, 30
5, 234, 0, 78
5, 409, 0, 45
5, 44, 0, 35
5, 239, 0, 7
5, 274, 0, 58
5, 277, 0, 15
5, 312, 0, 77
5, 377, 0, 1
5, 253, 0, 92
5, 65, 1, 86
5, 68, 1, 34
5, 454, 1, 12
5, 8, 1, 98
5, 201, 1, 39
5, 424, 1, 63
5, 76, 1, 45
5, 397, 1, 24
5, 13, 1, 45
5, 465, 1, 86
5, 434, 1, 27
5, 180, 1, 58
5, 404, 1, 68
5, 290, 2, 33
5, 195, 2, 85
5, 357, 2, 11
5, 166, 2, 7
5, 37, 2, 45
5, 424, 2, 63
5, 490, 2, 77
5, 11, 2, 18
5, 588, 2, 81
5, 172, 2, 4
5, 14, 2, 92
5, 207, 2, 44
5, 113, 2, 26
5, 532, 2, 14
5, 502, 2, 20
5, 247, 2, 54
5, 408, 2, 77
5, 184, 2, 95
5, 257, 3, 47
5, 137, 3, 10
5, 336, 3, 19
5, 21, 3, 52
5, 245, 3, 84
5, 187, 3, 27
5, 2, 4, 22
5, 271, 4, 16
5, 401, 4, 16
5, 275, 4, 73
5, 282, 4, 92
5, 157, 4, 43
5, 547, 4, 6
5, 291, 4, 55
5, 299, 4, 83
5, 437, 4, 64
5, 443, 4, 6
5, 445, 4, 68
5, 320, 4, 33
5, 449, 4, 84
5, 194, 4, 63
5, 328, 4, 68
5, 592, 4, 53
5, 211, 4, 19
5, 477, 4, 6
5, 356, 4, 52
5, 365, 4, 56
5, 495, 4, 51
5, 113, 4, 26
5, 500, 4, 28
5, 509, 4, 98
5, 4, 5, 13
5, 135, 5, 74
5, 283, 5, 49
5, 159, 5, 64
5, 550, 5, 67
5, 297, 5, 7
5, 555, 5, 26
5, 48, 5, 3
5, 61, 5, 99
5, 210, 5, 35
5, 214, 5, 36
5, 472, 5, 25
5, 90, 5, 73
5, 93, 5, 30
5, 95, 5, 88
5, 228, 5, 32
5, 368, 5, 32
5, 507, 5, 97
5, 511, 5, 8
5, 257, 6, 47
5, 34, 6, 71
5, 323, 6, 51
5, 548, 6, 37
5, 39, 6, 65
5, 265, 6, 11
5, 138, 6, 18
5, 394, 6, 92
5, 555, 6, 26
5, 588, 6, 81
5, 139, 6, 53
5, 592, 6, 53
5, 113, 6, 26
5, 278, 6, 9
5, 505, 6, 70
5, 478, 6, 47
5, 228, 7, 32
5, 395, 7, 6
5, 366, 7, 23
5, 469, 7, 81
5, 470, 7, 35
5, 222, 7, 32
5, 249, 8, 50
5, 548, 8, 37
5, 4, 8, 13
5, 70, 8, 75
5, 135, 8, 74
5, 486, 8, 62
5, 297, 8, 7
5, 106, 8, 81
5, 298, 8, 46
5, 12, 8, 65
5, 589, 8, 78
5, 362, 8, 95
5, 246, 8, 23
5, 472, 8, 25
5, 89, 8, 57
5, 346, 8, 68
5, 411, 8, 43
5, 415, 8, 31
5, 386, 9, 58
5, 262, 9, 29
5, 266, 9, 74
5, 11, 9, 18
5, 283, 9, 49
5, 284, 9, 93
5, 413, 9, 74
5, 41, 9, 64
5, 308, 9, 52
5, 59, 9, 88
5, 74, 9, 87
5, 332, 9, 36
5, 204, 9, 94
5, 465, 9, 86
5, 210, 9, 35
5, 341, 9, 96
5, 220, 9, 92
5, 227, 9, 86
5, 485, 9, 82
5, 358, 9, 27
5, 108, 9, 45
5, 370, 9, 71
5, 252, 9, 14
5, 381, 9, 9
5, 512, 10, 58
5, 160, 10, 34
5, 132, 10, 9
5, 580, 10, 96
5, 122, 10, 69
5, 432, 10, 65
5, 593, 10, 97
5, 532, 10, 14
5, 501, 10, 87
5, 409, 10, 45
5, 154, 10, 51
5, 477, 10, 6
5, 286, 10, 17
5, 418, 11, 64
5, 485, 11, 82
5, 296, 11, 71
5, 588, 11, 81
