300, 600, 30
67, 419, 0, 14
67, 516, 0, 80
67, 228, 0, 3
67, 263, 0, 74
67, 584, 0, 1
67, 266, 0, 17
67, 111, 0, 64
67, 592, 0, 2
67, 178, 0, 84
67, 371, 0, 18
67, 436, 0, 12
67, 309, 0, 47
67, 211, 0, 43
67, 183, 0, 69
67, 402, 0, 93
67, 58, 0, 47
67, 475, 0, 24
67, 31, 0, 26
67, 32, 1, 26
67, 226, 1, 94
67, 266, 1, 17
67, 139, 1, 97
67, 467, 1, 46
67, 308, 1, 54
67, 83, 1, 43
67, 478, 1, 51
67, 261, 2, 11
67, 8, 2, 26
67, 201, 2, 21
67, 430, 2, 29
67, 496, 2, 45
67, 145, 2, 36
67, 81, 2, 36
67, 373, 2, 57
67, 502, 2, 89
67, 409, 2, 22
67, 28, 2, 13
67, 62, 2, 27
67, 63, 2, 6
67, 288, 3, 8
67, 578, 3, 63
67, 514, 3, 21
67, 519, 3, 98
67, 40, 3, 40
67, 423, 3, 57
67, 10, 3, 56
67, 428, 3, 16
67, 364, 3, 64
67, 367, 3, 96
67, 506, 3, 75
67, 468, 3, 46
67, 596, 3, 92
67, 598, 3, 93
67, 407, 3, 77
67, 569, 3, 99
67, 90, 3, 95
67, 311, 3, 89
67, 33, 4, 73
67, 100, 4, 41
67, 262, 4, 5
67, 167, 4, 45
67, 80, 4, 72
67, 497, 4, 71
67, 442, 4, 51
67, 212, 4, 94
67, 538, 4, 13
67, 384, 5, 85
67, 192, 5, 15
67, 450, 5, 87
67, 579, 5, 80
67, 519, 5, 98
67, 138, 5, 92
67, 78, 5, 16
67, 496, 5, 45
67, 563, 5, 31
67, 149, 5, 81
67, 129, 6, 90
67, 391, 6, 73
67, 394, 6, 84
67, 396, 6, 74
67, 145, 6, 36
67, 146, 6, 23
67, 531, 6, 12
67, 276, 6, 86
67, 281, 6, 22
67, 288, 6, 8
67, 293, 6, 4
67, 312, 6, 67
67, 323, 6, 43
67, 68, 6, 78
67, 329, 6, 32
67, 207, 6, 18
67, 474, 6, 32
67, 220, 6, 83
67, 354, 6, 96
67, 245, 6, 52
67, 373, 6, 57
67, 504, 6, 11
67, 264, 7, 20
67, 395, 7, 14
67, 14, 7, 28
67, 273, 7, 43
67, 403, 7, 71
67, 149, 7, 81
67, 280, 7, 8
67, 536, 7, 73
67, 156, 7, 14
67, 30, 7, 52
67, 179, 7, 95
67, 321, 7, 45
67, 76, 7, 31
67, 81, 7, 36
67, 350, 7, 67
67, 480, 7, 34
67, 231, 7, 97
67, 371, 7, 18
67, 382, 7, 93
67, 383, 7, 34
67, 9, 8, 61
67, 105, 8, 74
67, 139, 8, 97
67, 528, 8, 15
67, 529, 8, 67
67, 320, 9, 35
67, 33, 9, 73
67, 97, 9, 77
67, 517, 9, 21
67, 231, 9, 97
67, 72, 9, 68
67, 8, 9, 26
67, 367, 9, 96
67, 465, 9, 86
67, 435, 9, 25
67, 469, 9, 4
67, 119, 9, 86
67, 157, 9, 25
67, 30, 9, 52
