300, 600, 30
17, 390, 0, 45
17, 393, 0, 82
17, 412, 0, 32
17, 29, 0, 6
17, 414, 0, 1
17, 32, 0, 44
17, 422, 0, 91
17, 170, 0, 59
17, 564, 0, 28
17, 449, 0, 26
17, 66, 0, 77
17, 74, 0, 79
17, 331, 0, 99
17, 464, 0, 30
17, 468, 0, 80
17, 95, 0, 50
17, 99, 0, 39
17, 362, 0, 99
17, 365, 0, 42
17, 495, 0, 21
17, 370, 0, 83
17, 246, 0, 72
17, 505, 0, 63
17, 517, 1, 81
17, 230, 1, 100
17, 359, 1, 20
17, 138, 1, 89
17, 139, 1, 37
17, 221, 1, 5
17, 124, 1, 31
17, 285, 1, 50
17, 40, 2, 31
17, 589, 2, 82
17, 111, 2, 87
17, 404, 2, 32
17, 180, 2, 56
17, 154, 2, 17
17, 222, 2, 7
17, 420, 3, 11
17, 357, 3, 98
17, 390, 3, 45
17, 202, 3, 69
17, 42, 3, 85
17, 77, 3, 43
17, 305, 3, 87
17, 19, 3, 17
17, 116, 3, 77
17, 372, 3, 28
17, 377, 3, 11
17, 29, 3, 6
17, 415, 3, 74
17, 451, 4, 76
17, 390, 4, 45
17, 72, 4, 100
17, 488, 4, 61
17, 586, 4, 33
17, 42, 4, 85
17, 364, 4, 38
17, 429, 4, 17
17, 174, 4, 52
17, 45, 4, 16
17, 362, 4, 99
17, 107, 4, 52
17, 431, 4, 3
17, 150, 4, 16
17, 343, 4, 37
17, 215, 4, 49
17, 31, 4, 5
17, 96, 5, 98
17, 130, 5, 34
17, 482, 5, 29
17, 35, 5, 70
17, 418, 5, 60
17, 386, 5, 99
17, 68, 5, 25
17, 201, 5, 82
17, 11, 5, 29
17, 268, 5, 59
17, 505, 5, 63
17, 209, 5, 10
17, 499, 5, 99
17, 25, 5, 99
17, 154, 5, 17
17, 285, 5, 50
17, 161, 6, 62
17, 100, 6, 68
17, 325, 6, 84
17, 458, 6, 96
17, 301, 6, 35
17, 559, 6, 22
17, 176, 6, 52
17, 18, 6, 88
17, 242, 6, 49
17, 306, 6, 71
17, 276, 6, 1
17, 597, 6, 74
17, 500, 6, 24
17, 125, 6, 100
17, 384, 7, 21
17, 266, 7, 15
17, 400, 7, 95
17, 542, 7, 46
17, 287, 7, 5
17, 288, 7, 73
17, 544, 7, 55
17, 414, 7, 1
17, 45, 7, 16
17, 430, 7, 8
17, 50, 7, 35
17, 181, 7, 9
17, 324, 7, 98
17, 328, 7, 1
17, 457, 7, 55
17, 461, 7, 68
17, 464, 7, 30
17, 85, 7, 66
17, 471, 7, 44
17, 474, 7, 40
17, 227, 7, 10
17, 496, 7, 96
17, 507, 7, 43
17, 577, 8, 85
17, 97, 8, 74
17, 554, 8, 26
17, 171, 8, 64
17, 267, 8, 93
17, 14, 8, 96
17, 174, 8, 52
17, 110, 8, 23
17, 434, 8, 42
17, 502, 8, 1
17, 187, 8, 90
17, 418, 9, 60
17, 597, 9, 74
17, 150, 9, 16
17, 410, 9, 98
17, 123, 9, 56
17, 92, 9, 8
17, 413, 9, 94
17, 129, 10, 4
17, 471, 10, 44
17, 199, 10, 65
17, 219, 10, 16
17, 339, 10, 53
17, 532, 10, 88
17, 21, 10, 7
17, 279, 10, 49
17, 315, 10, 57
17, 543, 10, 30
17, 98, 11, 88
17, 514, 11, 95
17, 258, 11, 39
17, 455, 11, 27
17, 456, 11, 96
17, 202, 11, 69
17, 266, 11, 15
17, 170, 11, 59
17, 19, 11, 17
17, 405, 11, 83
17, 183, 11, 84
17, 217, 11, 61
17, 62, 11, 98
17, 130, 12, 34
17, 391, 12, 47
17, 520, 12, 27
17, 137, 12, 76
17, 13, 12, 54
17, 16, 12, 64
17, 400, 12, 95
17, 410, 12, 98
17, 157, 12, 9
17, 33, 12, 9
17, 296, 12, 58
17, 558, 12, 75
17, 47, 12, 95
17, 438, 12, 75
17, 56, 12, 63
17, 312, 12, 38
17, 570, 12, 95
17, 456, 12, 96
17, 337, 12, 16
17, 340, 12, 49
17, 598, 12, 29
17, 98, 12, 88
17, 368, 12, 9
17, 378, 12, 48
17, 65, 13, 26
17, 98, 13, 88
17, 518, 13, 66
17, 391, 13, 47
17, 426, 13, 7
17, 400, 13, 95
17, 595, 13, 63
17, 279, 13, 49
17, 24, 13, 87
17, 183, 13, 84
17, 284, 13, 6
17, 318, 13, 79
17, 511, 13, 23
17, 0, 14, 53
17, 161, 14, 62
17, 541, 14, 30
17, 451, 14, 76
17, 450, 14, 80
17, 326, 14, 92
17, 42, 14, 85
17, 139, 14, 37
17, 267, 14, 93
17, 557, 14, 43
17, 143, 14, 29
17, 404, 14, 32
17, 504, 14, 54
17, 285, 14, 50
17, 28, 14, 53
17, 349, 14, 83
17, 259, 15, 19
17, 579, 15, 86
17, 422, 15, 91
17, 262, 15, 5
17, 235, 15, 18
17, 332, 15, 29
17, 45, 15, 16
17, 78, 15, 28
17, 110, 15, 23
17, 117, 15, 60
17, 310, 15, 86
17, 575, 15, 13
17, 454, 16, 58
17, 429, 16, 17
17, 498, 16, 62
17, 274, 16, 61
17, 435, 16, 89
17, 502, 16, 1
17, 156, 16, 20
17, 574, 16, 32
17, 417, 17, 41
17, 388, 17, 78
17, 516, 17, 51
17, 212, 17, 52
17, 94, 17, 61
17, 192, 18, 48
17, 129, 18, 4
17, 321, 18, 11
17, 291, 18, 14
17, 3, 18, 83
17, 452, 18, 3
17, 39, 18, 22
17, 522, 18, 11
17, 363, 18, 17
17, 142, 18, 23
17, 16, 18, 64
17, 185, 18, 22
17, 314, 18, 24
17, 571, 18, 62
17, 317, 18, 66
17, 477, 19, 48
17, 323, 19, 26
17, 452, 19, 3
17, 391, 19, 47
17, 39, 19, 22
17, 328, 19, 1
17, 74, 19, 79
17, 330, 19, 19
17, 266, 19, 15
17, 174, 19, 52
17, 464, 19, 30
17, 114, 19, 81
17, 213, 19, 6
17, 533, 19, 62
17, 570, 19, 95
17, 283, 19, 52
17, 285, 19, 50
17, 520, 20, 27
17, 521, 20, 13
17, 12, 20, 22
17, 398, 20, 28
17, 528, 20, 80
17, 420, 20, 11
17, 293, 20, 71
17, 558, 20, 75
17, 182, 20, 93
17, 192, 20, 48
17, 321, 20, 11
17, 66, 20, 77
17, 451, 20, 76
17, 591, 20, 17
17, 593, 20, 84
17, 339, 20, 53
17, 469, 20, 78
17, 220, 20, 61
17, 365, 20, 42
17, 110, 20, 23
17, 237, 20, 87
17, 114, 20, 81
17, 116, 20, 77
17, 245, 20, 2
17, 251, 20, 13
17, 354, 21, 67
17, 102, 21, 98
17, 230, 21, 100
17, 472, 21, 64
17, 343, 21, 37
17, 567, 21, 30
17, 248, 21, 18
17, 25, 21, 99
17, 122, 21, 64
17, 478, 21, 66
17, 6, 22, 49
17, 9, 22, 72
17, 138, 22, 89
17, 11, 22, 29
17, 142, 22, 23
17, 145, 22, 23
17, 154, 22, 17
17, 31, 22, 5
17, 33, 22, 9
17, 546, 22, 8
17, 172, 22, 29
17, 303, 22, 87
17, 178, 22, 31
17, 564, 22, 28
17, 187, 22, 90
17, 62, 22, 98
17, 72, 22, 100
17, 457, 22, 55
17, 74, 22, 79
17, 595, 22, 63
17, 99, 22, 39
17, 230, 22, 100
17, 103, 22, 54
17, 255, 22, 81
17, 133, 23, 12
17, 390, 23, 45
17, 263, 23, 39
17, 394, 23, 5
17, 146, 23, 89
17, 28, 23, 53
17, 285, 23, 50
17, 163, 23, 37
17, 37, 23, 42
17, 549, 23, 26
17, 423, 23, 92
17, 296, 23, 58
17, 47, 23, 95
17, 433, 23, 86
17, 178, 23, 31
17, 436, 23, 8
17, 58, 23, 94
17, 442, 23, 64
17, 456, 23, 96
17, 75, 23, 28
17, 332, 23, 29
17, 469, 23, 78
17, 346, 23, 75
17, 223, 23, 73
17, 103, 23, 54
17, 193, 24, 45
17, 291, 24, 14
17, 452, 24, 3
17, 294, 24, 62
17, 550, 24, 64
17, 456, 24, 96
17, 198, 24, 83
17, 14, 24, 96
17, 143, 24, 29
17, 80, 24, 78
17, 592, 24, 94
17, 468, 24, 80
17, 564, 24, 28
17, 53, 24, 14
17, 87, 24, 32
17, 90, 24, 60
17, 572, 24, 72
17, 540, 24, 35
17, 259, 25, 19
17, 272, 25, 30
17, 530, 25, 61
17, 402, 25, 38
17, 532, 25, 88
17, 28, 25, 53
