150, 300, 15
62, 129, 0, 11
62, 290, 0, 100
62, 38, 0, 7
62, 39, 0, 43
62, 174, 0, 80
62, 175, 0, 94
62, 241, 0, 70
62, 20, 0, 40
62, 117, 0, 38
62, 120, 0, 94
62, 249, 0, 84
62, 154, 0, 25
62, 91, 0, 70
62, 266, 1, 44
62, 139, 1, 15
62, 75, 1, 49
62, 173, 1, 2
62, 111, 1, 19
62, 87, 1, 78
62, 58, 1, 84
62, 73, 2, 75
62, 138, 2, 20
62, 22, 2, 3
62, 186, 2, 86
62, 61, 2, 22
62, 129, 3, 11
62, 262, 3, 54
62, 264, 3, 48
62, 141, 3, 87
62, 14, 3, 77
62, 18, 3, 36
62, 28, 3, 15
62, 42, 3, 16
62, 177, 3, 94
62, 192, 3, 70
62, 197, 3, 7
62, 69, 3, 57
62, 77, 3, 50
62, 228, 3, 56
62, 107, 3, 41
62, 239, 3, 2
62, 242, 3, 43
62, 243, 3, 2
62, 116, 3, 50
62, 246, 3, 48
62, 4, 4, 43
62, 18, 4, 36
62, 22, 4, 3
62, 156, 4, 13
62, 289, 4, 14
62, 291, 4, 50
62, 45, 4, 93
62, 174, 4, 80
62, 50, 4, 38
62, 51, 4, 32
62, 54, 4, 97
62, 74, 4, 34
62, 211, 4, 56
62, 220, 4, 63
62, 224, 4, 67
62, 98, 4, 19
62, 231, 4, 57
62, 238, 4, 86
62, 248, 4, 85
62, 34, 5, 63
62, 132, 5, 17
62, 6, 5, 72
62, 11, 5, 77
62, 267, 5, 94
62, 52, 5, 61
62, 250, 5, 60
62, 252, 5, 84
62, 126, 5, 30
62, 66, 6, 83
62, 195, 6, 95
62, 8, 6, 1
62, 106, 6, 100
62, 219, 6, 97
62, 273, 6, 30
62, 177, 6, 94
62, 274, 6, 90
62, 87, 6, 78
62, 281, 6, 80
62, 123, 6, 10
62, 223, 6, 31
62, 169, 7, 1
62, 140, 7, 51
62, 207, 7, 55
62, 213, 7, 34
62, 23, 7, 71
62, 186, 7, 86
62, 92, 7, 56
62, 62, 7, 33
62, 192, 8, 70
62, 161, 8, 7
62, 290, 8, 100
62, 294, 8, 92
62, 103, 8, 44
62, 233, 8, 72
62, 42, 8, 16
62, 110, 8, 33
62, 148, 8, 73
62, 53, 8, 39
62, 181, 8, 15
62, 31, 8, 78
62, 261, 9, 86
62, 263, 9, 47
62, 12, 9, 11
62, 157, 9, 66
62, 165, 9, 50
62, 293, 9, 3
62, 41, 9, 42
62, 298, 9, 49
62, 186, 9, 86
62, 188, 9, 68
62, 189, 9, 52
62, 64, 9, 46
62, 211, 9, 56
62, 238, 9, 86
62, 248, 9, 85
62, 121, 9, 39
62, 252, 9, 84
62, 125, 9, 55
62, 254, 9, 88
62, 292, 10, 98
62, 136, 10, 69
62, 107, 10, 41
62, 140, 10, 51
62, 75, 10, 49
62, 143, 10, 54
62, 240, 10, 20
62, 209, 10, 96
62, 20, 10, 40
62, 182, 10, 9
62, 249, 10, 84
62, 286, 10, 33
62, 128, 11, 44
62, 1, 11, 51
62, 34, 11, 63
62, 131, 11, 13
62, 292, 11, 98
62, 138, 11, 20
62, 49, 11, 52
62, 50, 11, 38
62, 211, 11, 56
62, 181, 11, 15
62, 125, 11, 55
62, 280, 11, 42
62, 25, 11, 42
62, 189, 11, 52
62, 14, 12, 77
62, 17, 12, 15
62, 278, 12, 38
62, 280, 12, 42
62, 26, 12, 36
62, 154, 12, 25
62, 175, 12, 94
62, 176, 12, 13
62, 178, 12, 86
62, 183, 12, 69
62, 186, 12, 86
62, 60, 12, 78
62, 201, 12, 74
62, 84, 12, 55
62, 85, 12, 12
62, 86, 12, 5
62, 90, 12, 100
62, 238, 12, 86
62, 110, 12, 33
62, 246, 12, 48
62, 96, 13, 26
62, 65, 13, 43
62, 193, 13, 87
62, 102, 13, 18
62, 71, 13, 89
62, 201, 13, 74
62, 297, 13, 29
62, 171, 13, 79
62, 140, 13, 51
62, 46, 13, 13
62, 241, 13, 70
62, 82, 13, 14
62, 147, 13, 18
62, 52, 13, 61
62, 246, 13, 48
62, 215, 13, 72
62, 280, 13, 42
62, 124, 13, 97
62, 257, 14, 22
62, 261, 14, 86
62, 134, 14, 26
62, 262, 14, 54
62, 136, 14, 69
62, 148, 14, 73
62, 155, 14, 20
62, 30, 14, 38
62, 286, 14, 33
62, 50, 14, 38
62, 54, 14, 97
62, 57, 14, 25
62, 79, 14, 46
62, 86, 14, 5
62, 90, 14, 100
62, 236, 14, 20
62, 110, 14, 33
62, 241, 14, 70
62, 243, 14, 2
62, 246, 14, 48
62, 0, 15, 18
62, 17, 15, 15
62, 281, 15, 80
62, 283, 15, 9
62, 288, 15, 36
62, 169, 15, 1
62, 47, 15, 70
62, 176, 15, 13
62, 181, 15, 15
62, 55, 15, 54
62, 193, 15, 87
62, 75, 15, 49
62, 77, 15, 50
62, 210, 15, 93
62, 95, 15, 77
62, 234, 15, 38
62, 241, 15, 70
62, 245, 15, 72
62, 252, 15, 84
62, 66, 16, 83
62, 226, 16, 83
62, 166, 16, 44
62, 299, 16, 99
62, 172, 16, 34
62, 269, 16, 43
62, 141, 16, 87
62, 273, 16, 30
62, 83, 16, 99
62, 85, 16, 12
62, 21, 16, 46
62, 153, 16, 34
62, 283, 16, 9
62, 92, 16, 56
62, 129, 17, 11
62, 291, 17, 50
62, 296, 17, 35
62, 106, 17, 100
62, 269, 17, 43
62, 271, 17, 6
62, 272, 17, 44
62, 147, 17, 18
62, 84, 17, 55
62, 248, 17, 85
62, 217, 17, 35
62, 90, 17, 100
62, 152, 17, 100
62, 94, 17, 7
62, 224, 18, 67
62, 258, 18, 40
62, 34, 18, 63
62, 5, 18, 10
