150, 300, 15
53, 35, 0, 5
53, 143, 0, 22
53, 178, 0, 24
53, 148, 0, 93
53, 184, 0, 86
53, 187, 0, 69
53, 1, 1, 49
53, 141, 1, 63
53, 21, 1, 87
53, 149, 1, 74
53, 25, 1, 51
53, 283, 1, 53
53, 170, 1, 58
53, 43, 1, 28
53, 50, 1, 42
53, 179, 1, 17
53, 181, 1, 18
53, 182, 1, 40
53, 187, 1, 69
53, 87, 1, 26
53, 221, 1, 51
53, 223, 1, 25
53, 234, 1, 48
53, 236, 1, 61
53, 122, 1, 79
53, 90, 2, 57
53, 5, 2, 36
53, 200, 2, 14
53, 178, 2, 24
53, 58, 2, 70
53, 101, 3, 86
53, 165, 3, 32
53, 263, 3, 81
53, 266, 3, 35
53, 286, 3, 89
53, 190, 3, 43
53, 273, 3, 84
53, 113, 3, 39
53, 115, 3, 75
53, 30, 3, 3
53, 278, 3, 33
53, 254, 3, 96
53, 31, 3, 24
53, 221, 3, 51
53, 62, 3, 17
53, 159, 3, 48
53, 261, 4, 57
53, 165, 4, 32
53, 200, 4, 14
53, 207, 4, 4
53, 16, 4, 37
53, 273, 4, 84
53, 92, 4, 91
53, 285, 4, 54
53, 191, 4, 48
53, 196, 5, 96
53, 37, 5, 25
53, 168, 5, 14
53, 298, 5, 60
53, 242, 5, 44
53, 115, 5, 75
53, 247, 5, 100
53, 248, 5, 43
53, 192, 6, 33
53, 264, 6, 40
53, 47, 6, 59
53, 272, 6, 54
53, 253, 6, 57
53, 130, 7, 18
53, 131, 7, 9
53, 98, 7, 13
53, 69, 7, 3
53, 227, 7, 46
53, 105, 7, 94
53, 11, 7, 57
53, 268, 7, 99
53, 13, 7, 8
53, 14, 7, 72
53, 236, 7, 61
53, 79, 7, 93
53, 271, 7, 22
53, 145, 7, 39
53, 80, 7, 65
53, 53, 7, 60
53, 248, 7, 43
53, 153, 7, 49
53, 97, 8, 22
53, 138, 8, 27
53, 46, 8, 88
53, 175, 8, 8
53, 273, 8, 84
53, 22, 8, 54
53, 182, 8, 40
53, 162, 9, 25
53, 167, 9, 79
53, 169, 9, 30
53, 41, 9, 33
53, 205, 9, 22
53, 48, 9, 26
53, 213, 9, 90
53, 149, 9, 74
53, 87, 9, 26
53, 284, 9, 45
53, 189, 9, 90
53, 128, 10, 88
