150, 300, 15
47, 160, 0, 42
47, 225, 0, 48
47, 288, 0, 22
47, 291, 0, 58
47, 71, 0, 49
47, 7, 0, 87
47, 39, 0, 79
47, 74, 0, 5
47, 270, 0, 42
47, 14, 0, 99
47, 115, 0, 1
47, 212, 0, 34
47, 25, 0, 52
47, 254, 0, 44
47, 129, 1, 94
47, 3, 1, 37
47, 4, 1, 9
47, 230, 1, 72
47, 235, 1, 57
47, 238, 1, 85
47, 143, 1, 93
47, 207, 1, 57
47, 175, 1, 51
47, 212, 1, 34
47, 54, 1, 58
47, 23, 1, 34
47, 214, 1, 64
47, 250, 1, 98
47, 224, 2, 65
47, 257, 2, 93
47, 290, 2, 46
47, 0, 2, 56
47, 142, 2, 42
47, 239, 2, 11
47, 50, 2, 9
47, 118, 2, 58
47, 62, 2, 39
47, 63, 2, 58
47, 64, 3, 59
47, 288, 3, 22
47, 191, 3, 68
47, 6, 3, 25
47, 173, 3, 88
47, 142, 3, 42
47, 47, 3, 14
47, 246, 3, 27
47, 60, 3, 41
47, 29, 3, 9
47, 94, 3, 34
47, 127, 3, 51
47, 288, 4, 22
47, 66, 4, 36
47, 68, 4, 31
47, 229, 4, 83
47, 111, 4, 72
47, 114, 4, 40
47, 88, 4, 54
47, 125, 4, 75
47, 128, 5, 59
47, 194, 5, 63
47, 101, 5, 61
47, 69, 5, 31
47, 10, 5, 13
47, 81, 5, 55
47, 210, 5, 26
47, 20, 5, 51
47, 85, 5, 16
47, 118, 5, 58
47, 58, 5, 8
47, 91, 5, 66
47, 30, 5, 55
47, 260, 6, 35
47, 71, 6, 49
47, 266, 6, 31
47, 10, 6, 13
47, 234, 6, 4
47, 42, 6, 52
47, 142, 6, 42
47, 109, 6, 91
47, 267, 6, 93
47, 81, 6, 55
47, 242, 6, 81
47, 52, 6, 47
47, 86, 6, 45
47, 55, 6, 99
47, 188, 6, 71
47, 36, 7, 54
47, 293, 7, 50
47, 105, 7, 15
47, 140, 7, 31
47, 144, 7, 19
47, 80, 7, 9
47, 114, 7, 40
47, 148, 7, 76
47, 22, 7, 47
47, 281, 7, 8
47, 223, 7, 79
47, 0, 8, 56
47, 99, 8, 42
47, 164, 8, 31
47, 67, 8, 83
47, 245, 8, 25
47, 123, 8, 63
47, 31, 8, 63
47, 159, 8, 6
47, 145, 9, 63
47, 298, 9, 59
47, 46, 9, 59
47, 48, 9, 24
47, 185, 9, 91
47, 57, 9, 8
47, 186, 9, 1
47, 59, 9, 16
47, 191, 9, 68
47, 69, 9, 31
47, 210, 9, 26
47, 214, 9, 64
47, 97, 9, 53
47, 107, 9, 92
47, 110, 9, 83
47, 239, 9, 11
47, 240, 9, 19
47, 244, 9, 89
47, 123, 9, 63
47, 194, 10, 63
47, 67, 10, 83
47, 35, 10, 47
47, 99, 10, 42
47, 40, 10, 83
47, 169, 10, 97
47, 46, 10, 59
47, 145, 10, 63
47, 284, 10, 43
47, 163, 11, 98
47, 102, 11, 49
47, 136, 11, 43
47, 41, 11, 3
47, 296, 11, 21
47, 239, 11, 11
47, 257, 12, 93
47, 258, 12, 86
47, 166, 12, 7
47, 267, 12, 93
47, 206, 12, 47
47, 274, 12, 44
47, 85, 12, 16
47, 86, 12, 45
47, 92, 12, 63
47, 30, 12, 55
47, 31, 12, 63
47, 96, 13, 34
47, 197, 13, 74
47, 230, 13, 72
47, 294, 13, 73
47, 9, 13, 23
47, 47, 13, 14
47, 176, 13, 100
47, 241, 13, 96
47, 208, 13, 72
47, 180, 13, 55
47, 214, 13, 64
47, 118, 13, 58
47, 89, 13, 53
47, 186, 13, 1
47, 252, 13, 8
47, 61, 13, 97
47, 94, 13, 34
47, 259, 14, 41
47, 4, 14, 9
47, 132, 14, 31
47, 262, 14, 1
47, 142, 14, 42
47, 274, 14, 44
47, 277, 14, 73
47, 30, 14, 55
47, 168, 14, 57
47, 53, 14, 72
47, 195, 14, 100
47, 69, 14, 31
47, 73, 14, 22
47, 204, 14, 97
47, 77, 14, 4
47, 229, 14, 83
47, 241, 14, 96
47, 243, 14, 11
47, 116, 14, 88
47, 118, 14, 58
47, 97, 15, 53
47, 199, 15, 9
47, 136, 15, 43
47, 42, 15, 52
47, 268, 15, 81
47, 19, 15, 68
47, 21, 15, 10
47, 279, 15, 12
47, 256, 16, 6
47, 268, 16, 81
47, 112, 16, 18
47, 277, 16, 73
47, 56, 16, 24
47, 219, 16, 35
47, 256, 17, 6
47, 58, 17, 8
47, 201, 17, 74
47, 205, 17, 15
47, 141, 17, 97
47, 19, 17, 68
47, 90, 17, 70
47, 60, 17, 41
47, 32, 18, 97
47, 130, 18, 40
47, 230, 18, 72
47, 187, 18, 25
47, 269, 18, 29
47, 53, 18, 72
47, 123, 18, 63
47, 29, 18, 9
47, 255, 18, 39
47, 224, 19, 65
47, 97, 19, 53
47, 101, 19, 61
47, 41, 19, 3
47, 144, 19, 19
47, 48, 19, 24
47, 145, 19, 63
47, 212, 19, 34
47, 21, 19, 10
47, 150, 19, 17
47, 247, 19, 16
47, 184, 19, 71
47, 149, 19, 15
47, 214, 19, 64
47, 284, 19, 43
47, 221, 19, 47
47, 30, 19, 55
47, 164, 20, 31
47, 103, 20, 54
47, 199, 20, 9
47, 87, 20, 56
47, 287, 20, 8
47, 65, 21, 55
47, 67, 21, 83
47, 163, 21, 98
47, 5, 21, 89
47, 138, 21, 58
47, 272, 21, 13
47, 148, 21, 76
47, 149, 21, 15
47, 217, 21, 14
47, 252, 21, 8
47, 291, 22, 58
47, 171, 22, 78
47, 247, 22, 16
47, 218, 22, 32
47, 191, 22, 68
47, 161, 23, 22
47, 293, 23, 50
47, 76, 23, 76
47, 237, 23, 38
47, 92, 23, 63
47, 221, 23, 47
47, 193, 24, 91
47, 227, 24, 29
47, 233, 24, 96
47, 109, 24, 91
47, 141, 24, 97
47, 48, 24, 24
47, 114, 24, 40
47, 277, 24, 73
47, 162, 25, 60
47, 67, 25, 83
47, 195, 25, 100
47, 165, 25, 83
47, 102, 25, 49
47, 138, 25, 58
47, 269, 25, 29
47, 174, 25, 82
47, 241, 25, 96
47, 185, 25, 91
47, 58, 25, 8
47, 1, 26, 10
47, 144, 26, 19
47, 145, 26, 63
47, 286, 26, 29
47, 31, 26, 63
47, 292, 26, 37
47, 38, 26, 26
47, 169, 26, 97
47, 171, 26, 78
47, 299, 26, 77
47, 192, 26, 70
47, 201, 26, 74
47, 211, 26, 99
47, 85, 26, 16
47, 217, 26, 14
47, 94, 26, 34
47, 223, 26, 79
47, 228, 26, 84
47, 106, 26, 36
47, 109, 26, 91
47, 2, 27, 80
47, 134, 27, 41
47, 8, 27, 94
47, 299, 27, 77
47, 109, 27, 91
47, 141, 27, 97
47, 48, 27, 24
47, 17, 27, 13
47, 16, 27, 100
47, 247, 27, 16
47, 28, 27, 18
47, 253, 27, 30
47, 62, 27, 39
47, 223, 27, 79
47, 288, 28, 22
47, 194, 28, 63
47, 3, 28, 37
47, 198, 28, 48
47, 168, 28, 57
47, 41, 28, 3
47, 176, 28, 100
47, 113, 28, 96
47, 16, 28, 100
47, 50, 28, 9
47, 180, 28, 55
47, 151, 28, 32
47, 58, 28, 8
47, 130, 29, 40
47, 36, 29, 54
47, 229, 29, 83
47, 198, 29, 48
47, 136, 29, 43
47, 110, 29, 83
47, 177, 29, 49
47, 210, 29, 26
47, 88, 29, 54
47, 256, 30, 6
47, 193, 30, 91
47, 37, 30, 28
47, 72, 30, 36
47, 187, 30, 25
47, 271, 30, 48
47, 49, 30, 12
47, 210, 30, 26
47, 211, 30, 99
47, 276, 30, 44
47, 52, 30, 47
47, 20, 30, 51
47, 275, 30, 72
47, 157, 30, 77
47, 219, 30, 35
47, 189, 30, 7
47, 224, 31, 65
47, 165, 31, 83
47, 170, 31, 13
47, 203, 31, 14
47, 145, 31, 63
47, 121, 31, 80
