150, 300, 15
58, 225, 0, 66
58, 194, 0, 76
58, 162, 0, 43
58, 197, 0, 48
58, 37, 0, 75
58, 11, 0, 55
58, 142, 0, 40
58, 239, 0, 90
58, 113, 0, 92
58, 211, 0, 69
58, 52, 0, 69
58, 19, 0, 49
58, 30, 0, 100
58, 58, 0, 30
58, 59, 0, 62
58, 92, 0, 87
58, 285, 0, 83
58, 286, 0, 56
58, 66, 1, 81
58, 105, 1, 57
58, 202, 1, 12
58, 74, 1, 90
58, 110, 1, 81
58, 47, 1, 29
58, 240, 1, 38
58, 33, 2, 77
58, 153, 2, 40
58, 34, 2, 96
58, 215, 2, 66
58, 231, 2, 50
58, 297, 2, 63
58, 109, 2, 31
58, 46, 2, 32
58, 272, 2, 51
58, 50, 2, 34
58, 18, 2, 89
58, 214, 2, 58
58, 87, 2, 21
58, 22, 2, 74
58, 249, 2, 96
58, 122, 2, 95
58, 126, 2, 2
58, 196, 3, 25
58, 4, 3, 94
58, 232, 3, 99
58, 283, 3, 41
58, 220, 3, 49
58, 187, 3, 3
58, 156, 3, 18
58, 95, 3, 6
58, 257, 4, 19
58, 38, 4, 19
58, 90, 4, 100
58, 190, 4, 90
58, 287, 4, 25
58, 160, 5, 65
58, 7, 5, 5
58, 263, 5, 9
58, 203, 5, 52
58, 299, 5, 31
58, 12, 5, 21
58, 112, 5, 39
58, 49, 5, 32
58, 145, 5, 42
58, 83, 5, 71
58, 116, 5, 45
58, 117, 5, 2
58, 213, 5, 43
58, 279, 5, 1
58, 245, 5, 27
58, 126, 5, 2
58, 94, 5, 64
58, 191, 5, 44
58, 280, 6, 5
58, 120, 6, 2
58, 218, 6, 96
58, 62, 6, 5
58, 255, 6, 80
58, 198, 7, 37
58, 13, 7, 34
58, 237, 7, 56
58, 215, 7, 66
58, 217, 7, 81
58, 156, 7, 18
58, 61, 7, 19
58, 256, 8, 68
58, 71, 8, 68
58, 140, 8, 68
58, 141, 8, 69
58, 207, 8, 94
58, 48, 8, 93
58, 20, 8, 32
58, 2, 9, 17
58, 35, 9, 66
58, 259, 9, 18
58, 5, 9, 48
58, 263, 9, 9
58, 82, 9, 33
58, 280, 9, 5
58, 187, 9, 3
58, 94, 9, 64
58, 63, 9, 2
58, 32, 10, 74
58, 289, 10, 77
58, 198, 10, 37
58, 83, 10, 71
58, 120, 10, 2
58, 153, 10, 40
58, 34, 11, 96
58, 231, 11, 50
58, 106, 11, 50
58, 203, 11, 52
58, 172, 11, 72
58, 83, 11, 71
58, 182, 11, 15
58, 216, 11, 38
58, 34, 12, 96
58, 195, 12, 69
58, 228, 12, 64
58, 163, 12, 95
58, 40, 12, 62
58, 41, 12, 75
58, 268, 12, 71
58, 270, 12, 83
58, 207, 12, 94
58, 113, 12, 92
58, 243, 12, 6
58, 53, 12, 5
58, 213, 12, 43
58, 183, 12, 79
58, 252, 12, 67
58, 29, 12, 72
58, 63, 12, 2
58, 291, 13, 50
58, 105, 13, 57
58, 12, 13, 21
58, 178, 13, 45
58, 22, 13, 74
58, 120, 13, 2
58, 219, 13, 97
58, 221, 13, 87
58, 131, 14, 19
58, 260, 14, 18
58, 5, 14, 48
58, 134, 14, 84
58, 153, 14, 40
58, 289, 14, 77
58, 169, 14, 68
58, 298, 14, 82
58, 172, 14, 72
58, 180, 14, 69
58, 65, 14, 18
58, 67, 14, 47
58, 69, 14, 61
58, 199, 14, 91
58, 208, 14, 8
58, 92, 14, 87
58, 231, 14, 50
58, 232, 14, 99
58, 105, 14, 57
58, 224, 15, 92
58, 66, 15, 81
58, 195, 15, 69
58, 142, 15, 40
58, 144, 15, 49
58, 84, 15, 65
58, 118, 15, 59
58, 215, 15, 66
58, 288, 16, 60
58, 160, 16, 65
58, 162, 16, 43
58, 131, 16, 19
58, 292, 16, 72
58, 65, 16, 18
58, 262, 16, 92
58, 105, 16, 57
58, 234, 16, 99
58, 148, 16, 2
58, 94, 16, 64
58, 154, 16, 5
58, 92, 16, 87
58, 30, 16, 100
58, 223, 16, 56
58, 195, 17, 69
58, 231, 17, 50
58, 240, 17, 38
58, 273, 17, 29
58, 61, 17, 19
58, 277, 17, 44
58, 117, 17, 2
58, 221, 17, 87
58, 185, 17, 36
58, 155, 17, 42
58, 120, 17, 2
58, 29, 17, 72
58, 232, 18, 99
58, 264, 18, 54
58, 203, 18, 52
58, 19, 18, 49
58, 88, 18, 77
58, 29, 18, 72
58, 286, 18, 56
58, 32, 19, 74
58, 98, 19, 42
58, 67, 19, 47
58, 69, 19, 61
58, 165, 19, 35
58, 198, 19, 37
58, 104, 19, 35
58, 297, 19, 63
58, 298, 19, 82
58, 238, 19, 89
58, 82, 19, 33
58, 23, 19, 25
58, 247, 19, 67
58, 189, 19, 47
58, 129, 20, 99
58, 262, 20, 92
58, 266, 20, 71
58, 143, 20, 14
58, 281, 20, 1
58, 290, 20, 10
58, 35, 20, 66
58, 293, 20, 26
58, 297, 20, 63
58, 57, 20, 60
58, 59, 20, 62
58, 60, 20, 40
58, 61, 20, 19
58, 64, 20, 77
58, 203, 20, 52
58, 77, 20, 66
58, 79, 20, 71
58, 220, 20, 49
58, 109, 20, 31
58, 116, 20, 45
58, 36, 21, 98
58, 231, 21, 50
58, 42, 21, 56
58, 13, 21, 34
58, 142, 21, 40
58, 183, 21, 79
58, 216, 21, 38
58, 90, 21, 100
58, 31, 21, 66
58, 30, 21, 100
58, 223, 21, 56
58, 129, 22, 99
58, 261, 22, 80
58, 269, 22, 6
58, 156, 22, 18
58, 31, 22, 66
58, 32, 22, 74
58, 294, 22, 45
58, 295, 22, 10
58, 39, 22, 64
58, 201, 22, 73
58, 78, 22, 10
58, 79, 22, 71
58, 84, 22, 65
58, 218, 22, 96
58, 99, 22, 24
58, 104, 22, 35
58, 105, 22, 57
58, 240, 22, 38
58, 127, 22, 62
58, 194, 23, 76
58, 226, 23, 12
58, 229, 23, 30
58, 41, 23, 75
58, 140, 23, 68
58, 272, 23, 51
58, 83, 23, 71
58, 213, 23, 43
58, 214, 23, 58
58, 217, 23, 81
58, 250, 23, 92
58, 155, 23, 42
58, 254, 23, 96
58, 295, 24, 10
58, 232, 24, 99
58, 201, 24, 73
58, 199, 24, 91
58, 216, 24, 38
58, 284, 24, 51
58, 131, 25, 19
58, 292, 25, 72
58, 101, 25, 34
58, 163, 25, 95
58, 40, 25, 62
58, 41, 25, 75
58, 12, 25, 21
58, 14, 25, 49
58, 210, 25, 39
58, 23, 25, 25
58, 55, 25, 67
58, 87, 25, 21
58, 279, 25, 1
58, 155, 25, 42
58, 191, 25, 44
58, 130, 26, 31
58, 34, 26, 96
58, 197, 26, 48
58, 6, 26, 89
58, 167, 26, 12
58, 136, 26, 59
58, 202, 26, 12
58, 106, 26, 50
58, 44, 26, 70
58, 220, 26, 49
58, 53, 26, 5
58, 55, 26, 67
58, 87, 26, 21
58, 24, 26, 94
58, 252, 26, 67
58, 221, 26, 87
58, 254, 26, 96
58, 271, 27, 37
58, 276, 27, 91
58, 278, 27, 100
58, 280, 27, 5
58, 283, 27, 41
58, 35, 27, 66
58, 297, 27, 63
58, 45, 27, 27
58, 178, 27, 45
58, 199, 27, 91
58, 201, 27, 73
58, 202, 27, 12
58, 79, 27, 71
58, 207, 27, 94
58, 89, 27, 49
58, 100, 27, 55
58, 106, 27, 50
58, 237, 27, 56
58, 122, 27, 95
58, 123, 27, 33
58, 224, 28, 92
58, 225, 28, 66
58, 236, 28, 33
58, 148, 28, 2
58, 276, 28, 91
58, 154, 28, 5
58, 252, 28, 67
58, 30, 28, 100
58, 2, 29, 17
58, 258, 29, 42
58, 98, 29, 42
58, 207, 29, 94
58, 223, 29, 56
58, 162, 30, 43
58, 70, 30, 63
58, 136, 30, 59
58, 41, 30, 75
58, 233, 30, 33
58, 107, 30, 90
58, 43, 30, 69
58, 73, 30, 15
58, 112, 30, 39
58, 273, 30, 29
58, 177, 30, 34
58, 285, 30, 83
58, 255, 30, 80
58, 256, 31, 68
58, 136, 31, 59
58, 202, 31, 12
58, 44, 31, 70
58, 141, 31, 69
58, 140, 31, 68
58, 240, 31, 38
58, 147, 31, 24
58, 23, 31, 25
58, 247, 31, 67
58, 41, 32, 75
58, 9, 32, 85
58, 43, 32, 69
58, 107, 32, 90
58, 44, 32, 70
58, 175, 32, 43
58, 16, 32, 11
58, 15, 32, 67
58, 211, 32, 69
58, 87, 32, 21
58, 26, 32, 28
58, 96, 33, 7
58, 133, 33, 90
58, 168, 33, 48
58, 232, 33, 99
58, 75, 33, 20
58, 206, 33, 24
58, 61, 33, 19
58, 116, 33, 45
58, 181, 33, 21
58, 250, 33, 92
58, 285, 33, 83
58, 73, 34, 15
58, 234, 34, 99
58, 204, 34, 3
58, 14, 34, 49
58, 18, 34, 89
58, 97, 35, 52
58, 168, 35, 48
58, 123, 35, 33
58, 222, 35, 5
58, 286, 35, 56
58, 96, 36, 7
58, 256, 36, 68
