100, 200, 10
11, 32, 0, 92
11, 132, 0, 23
11, 197, 0, 41
11, 167, 0, 30
11, 71, 0, 11
11, 138, 0, 31
11, 44, 0, 69
11, 78, 0, 26
11, 51, 0, 67
11, 84, 0, 40
11, 181, 0, 43
11, 183, 0, 98
11, 188, 0, 89
11, 93, 0, 35
11, 33, 1, 25
11, 165, 1, 97
11, 168, 1, 61
11, 44, 1, 69
11, 23, 1, 36
11, 154, 1, 84
11, 155, 1, 28
11, 188, 1, 89
11, 0, 2, 41
11, 103, 2, 76
11, 178, 2, 35
11, 184, 2, 56
11, 121, 2, 28
11, 27, 2, 39
11, 95, 2, 99
11, 67, 3, 85
11, 4, 3, 6
11, 42, 3, 31
11, 174, 3, 1
11, 16, 3, 9
11, 49, 3, 6
11, 178, 3, 35
11, 82, 3, 70
11, 52, 3, 19
11, 50, 3, 37
11, 150, 3, 87
11, 1, 4, 87
11, 35, 4, 15
11, 69, 4, 8
11, 134, 4, 46
11, 102, 4, 74
11, 41, 4, 59
11, 76, 4, 75
11, 141, 4, 12
11, 78, 4, 26
11, 13, 4, 78
11, 82, 4, 70
11, 149, 4, 4
11, 57, 4, 79
11, 187, 4, 32
11, 124, 4, 96
11, 158, 4, 16
11, 32, 5, 92
11, 132, 5, 23
11, 196, 5, 69
11, 134, 5, 46
11, 7, 5, 99
11, 101, 5, 35
11, 105, 5, 25
11, 139, 5, 52
11, 112, 5, 15
11, 84, 5, 40
11, 53, 5, 24
11, 55, 5, 98
11, 25, 5, 37
11, 90, 5, 10
11, 28, 5, 79
11, 3, 6, 68
11, 144, 6, 40
11, 18, 6, 77
11, 147, 6, 26
11, 22, 6, 81
11, 151, 6, 71
11, 167, 6, 30
11, 171, 6, 73
11, 44, 6, 69
11, 173, 6, 84
11, 174, 6, 1
11, 181, 6, 43
11, 64, 6, 62
11, 193, 6, 16
11, 194, 6, 82
11, 199, 6, 87
11, 85, 6, 2
11, 87, 6, 75
11, 93, 6, 35
11, 126, 6, 64
