100, 200, 10
17, 196, 0, 84
17, 6, 0, 95
17, 198, 0, 61
17, 104, 0, 86
17, 21, 0, 7
17, 54, 0, 4
17, 88, 0, 65
17, 97, 1, 89
17, 5, 1, 42
17, 135, 1, 52
17, 9, 1, 97
17, 106, 1, 57
17, 143, 1, 81
17, 152, 1, 76
17, 24, 1, 98
17, 187, 1, 57
17, 125, 1, 7
17, 128, 2, 4
17, 5, 2, 42
17, 142, 2, 13
17, 24, 2, 98
17, 164, 2, 65
17, 47, 2, 26
17, 48, 2, 25
17, 50, 2, 39
17, 183, 2, 74
17, 186, 2, 5
17, 66, 2, 24
17, 74, 2, 77
17, 76, 2, 64
17, 95, 2, 20
17, 107, 2, 65
17, 112, 2, 5
17, 117, 2, 12
17, 119, 2, 67
17, 125, 2, 7
17, 126, 2, 46
17, 162, 3, 47
17, 98, 3, 24
17, 155, 3, 23
17, 143, 3, 81
17, 27, 3, 82
17, 94, 3, 31
17, 192, 4, 69
17, 65, 4, 31
17, 191, 4, 66
17, 101, 4, 55
17, 102, 4, 57
17, 136, 4, 62
17, 43, 4, 33
17, 108, 4, 10
17, 77, 4, 96
17, 78, 4, 15
17, 141, 4, 33
17, 120, 4, 24
17, 83, 4, 39
17, 20, 4, 36
17, 152, 4, 76
17, 28, 4, 15
17, 61, 4, 35
17, 95, 4, 20
17, 34, 5, 86
17, 36, 5, 15
17, 168, 5, 95
17, 9, 5, 97
17, 170, 5, 97
17, 11, 5, 31
17, 45, 5, 78
17, 111, 5, 81
17, 15, 5, 96
17, 146, 5, 1
17, 51, 5, 36
17, 53, 5, 60
17, 184, 5, 4
17, 60, 5, 6
17, 129, 6, 92
17, 130, 6, 10
17, 131, 6, 60
17, 138, 6, 46
17, 14, 6, 68
17, 157, 6, 51
17, 40, 6, 70
17, 43, 6, 33
17, 171, 6, 70
17, 46, 6, 69
17, 175, 6, 74
17, 78, 6, 15
17, 80, 6, 75
17, 82, 6, 30
17, 87, 6, 55
17, 90, 6, 90
17, 107, 6, 65
17, 115, 6, 72
17, 119, 6, 67
17, 33, 7, 58
17, 130, 7, 10
17, 131, 7, 60
17, 196, 7, 84
17, 68, 7, 2
17, 35, 7, 24
17, 170, 7, 97
17, 177, 7, 7
17, 188, 7, 18
17, 85, 7, 84
17, 153, 7, 79
17, 58, 7, 55
17, 60, 7, 6
17, 97, 8, 89
17, 130, 8, 10
17, 132, 8, 97
17, 68, 8, 2
17, 38, 8, 45
17, 170, 8, 97
17, 140, 8, 79
17, 141, 8, 33
17, 145, 8, 49
17, 29, 8, 64
17, 19, 8, 67
17, 182, 8, 64
17, 120, 8, 24
17, 58, 8, 55
17, 125, 8, 7
17, 95, 8, 20
17, 127, 8, 58
17, 159, 9, 78
17, 129, 9, 92
17, 67, 9, 8
17, 195, 9, 57
17, 39, 9, 25
17, 154, 9, 97
17, 41, 9, 14
17, 169, 9, 89
17, 171, 9, 70
17, 121, 9, 61
17, 122, 9, 11
17, 123, 9, 25
17, 25, 9, 86
17, 95, 9, 20
17, 0, 10, 4
17, 66, 10, 24
17, 99, 10, 58
17, 168, 10, 95
17, 137, 10, 35
17, 138, 10, 46
17, 45, 10, 78
17, 46, 10, 69
17, 175, 10, 74
17, 145, 10, 49
17, 113, 10, 1
17, 20, 10, 36
17, 150, 10, 13
17, 87, 10, 55
17, 183, 10, 74
17, 154, 10, 97
17, 156, 10, 55
17, 159, 11, 78
17, 164, 11, 65
17, 39, 11, 25
17, 103, 11, 20
17, 72, 11, 84
17, 43, 11, 33
17, 13, 11, 17
17, 46, 11, 69
17, 141, 11, 33
17, 80, 11, 75
17, 83, 11, 39
17, 93, 11, 61
17, 117, 11, 12
17, 184, 11, 4
17, 26, 11, 30
17, 189, 11, 80
17, 63, 11, 15
17, 131, 12, 60
17, 133, 12, 1
17, 137, 12, 35
17, 140, 12, 79
17, 145, 12, 49
17, 151, 12, 14
17, 25, 12, 86
17, 27, 12, 82
17, 178, 12, 29
17, 51, 12, 36
17, 183, 12, 74
17, 85, 12, 84
17, 91, 12, 33
17, 98, 12, 24
17, 99, 12, 58
17, 101, 12, 55
17, 107, 12, 65
17, 111, 12, 81
17, 115, 12, 72
17, 119, 12, 67
17, 39, 13, 25
17, 105, 13, 57
17, 42, 13, 78
17, 106, 13, 57
17, 108, 13, 10
17, 107, 13, 65
17, 137, 13, 35
17, 144, 13, 28
17, 113, 13, 1
17, 146, 13, 1
17, 115, 13, 72
17, 53, 13, 60
17, 117, 13, 12
17, 119, 13, 67
17, 188, 13, 18
17, 158, 13, 1
17, 131, 14, 60
17, 134, 14, 16
17, 70, 14, 19
17, 8, 14, 82
17, 71, 14, 94
17, 199, 14, 18
17, 75, 14, 86
17, 7, 14, 92
17, 78, 14, 15
17, 14, 14, 68
17, 48, 14, 25
17, 182, 14, 64
17, 24, 14, 98
17, 154, 14, 97
17, 27, 14, 82
17, 190, 14, 87
17, 62, 14, 94
17, 159, 14, 78
17, 99, 15, 58
17, 198, 15, 61
17, 39, 15, 25
17, 8, 15, 82
17, 43, 15, 33
17, 108, 15, 10
17, 143, 15, 81
17, 112, 15, 5
17, 114, 15, 94
17, 167, 16, 60
17, 135, 16, 52
17, 174, 16, 86
17, 110, 16, 83
17, 82, 16, 30
17, 18, 16, 23
17, 182, 16, 64
17, 151, 16, 14
17, 22, 16, 86
17, 125, 16, 7
17, 95, 16, 20
17, 64, 17, 19
17, 193, 17, 17
17, 66, 17, 24
17, 35, 17, 24
17, 131, 17, 60
17, 161, 17, 34
17, 37, 17, 81
17, 102, 17, 57
17, 43, 17, 33
17, 44, 17, 38
17, 107, 17, 65
17, 48, 17, 25
17, 119, 17, 67
17, 154, 17, 97
17, 59, 17, 37
17, 192, 18, 69
17, 107, 18, 65
17, 12, 18, 86
17, 77, 18, 96
17, 45, 18, 78
17, 171, 18, 70
17, 120, 18, 24
17, 145, 18, 49
17, 18, 18, 23
17, 113, 18, 1
17, 52, 18, 39
17, 183, 18, 74
17, 184, 18, 4
17, 57, 18, 24
17, 60, 18, 6
17, 61, 18, 35
17, 159, 18, 78
17, 192, 19, 69
17, 161, 19, 34
17, 96, 19, 97
17, 70, 19, 19
17, 8, 19, 82
17, 74, 19, 77
17, 107, 19, 65
17, 12, 19, 86
17, 177, 19, 7
17, 146, 19, 1
17, 180, 19, 2
17, 117, 19, 12
17, 34, 20, 86
17, 67, 20, 8
17, 165, 20, 82
17, 38, 20, 45
17, 113, 20, 1
17, 115, 20, 72
17, 120, 20, 24
17, 188, 20, 18
17, 128, 21, 4
17, 33, 21, 58
17, 195, 21, 57
17, 38, 21, 45
17, 102, 21, 57
17, 136, 21, 62
17, 43, 21, 33
17, 46, 21, 69
17, 29, 21, 64
17, 52, 21, 39
17, 149, 21, 95
17, 118, 21, 44
17, 189, 21, 80
17, 89, 21, 5
17, 59, 21, 37
17, 93, 21, 61
