100, 200, 10
19, 129, 0, 98
19, 68, 0, 81
19, 164, 0, 96
19, 72, 0, 9
19, 176, 0, 32
19, 50, 0, 40
19, 19, 0, 3
19, 148, 0, 5
19, 182, 0, 20
19, 89, 0, 80
19, 125, 0, 11
19, 192, 1, 76
19, 66, 1, 80
19, 131, 1, 22
19, 4, 1, 24
19, 90, 1, 58
19, 162, 1, 96
19, 71, 1, 44
19, 166, 1, 45
19, 107, 1, 52
19, 173, 1, 25
19, 79, 1, 74
19, 113, 1, 72
19, 19, 1, 3
19, 53, 1, 2
19, 89, 1, 80
19, 26, 1, 2
19, 59, 1, 16
19, 63, 1, 42
19, 2, 2, 16
19, 67, 2, 50
19, 47, 2, 90
19, 50, 2, 40
19, 179, 2, 77
19, 180, 2, 89
19, 0, 3, 37
19, 128, 3, 72
19, 35, 3, 82
19, 3, 3, 23
19, 145, 3, 41
19, 50, 3, 40
19, 58, 3, 59
19, 126, 3, 39
19, 98, 4, 48
19, 74, 4, 16
19, 76, 4, 15
19, 111, 4, 32
19, 25, 4, 86
19, 123, 4, 74
19, 28, 4, 62
19, 34, 5, 36
19, 36, 5, 32
19, 133, 5, 69
19, 6, 5, 34
19, 165, 5, 1
19, 41, 5, 94
19, 74, 5, 16
19, 12, 5, 74
19, 173, 5, 25
19, 76, 5, 15
19, 140, 5, 99
19, 176, 5, 32
19, 18, 5, 37
19, 115, 5, 37
19, 116, 5, 91
19, 186, 5, 66
19, 189, 5, 95
19, 121, 6, 89
19, 132, 6, 45
19, 69, 6, 81
19, 100, 6, 46
19, 137, 6, 45
19, 155, 6, 100
19, 150, 6, 9
19, 153, 6, 36
19, 91, 6, 25
19, 156, 6, 95
19, 30, 6, 100
19, 67, 7, 50
19, 132, 7, 45
19, 169, 7, 98
19, 10, 7, 86
19, 139, 7, 100
19, 172, 7, 64
19, 13, 7, 14
19, 180, 7, 89
19, 148, 7, 5
19, 151, 7, 49
19, 57, 7, 75
19, 156, 7, 95
19, 44, 8, 64
19, 177, 8, 88
19, 145, 8, 41
19, 84, 8, 4
19, 117, 8, 12
19, 193, 9, 48
19, 66, 9, 80
19, 132, 9, 45
19, 134, 9, 85
19, 40, 9, 6
19, 137, 9, 45
19, 136, 9, 58
19, 113, 9, 72
19, 145, 9, 41
19, 147, 9, 71
19, 83, 9, 45
19, 19, 9, 3
19, 23, 9, 60
19, 91, 9, 25
19, 157, 9, 97
19, 127, 9, 47
19, 193, 10, 48
19, 66, 10, 80
19, 195, 10, 88
19, 196, 10, 1
19, 3, 10, 23
19, 13, 10, 14
19, 141, 10, 82
19, 144, 10, 79
19, 177, 10, 88
19, 51, 10, 16
19, 120, 10, 79
19, 90, 10, 58
19, 88, 10, 29
19, 29, 10, 29
19, 184, 10, 81
19, 159, 10, 23
19, 196, 11, 1
19, 7, 11, 14
19, 74, 11, 16
19, 52, 11, 36
19, 186, 11, 66
19, 124, 11, 9
19, 143, 12, 36
19, 145, 12, 41
19, 147, 12, 71
19, 25, 12, 86
19, 26, 12, 2
19, 159, 12, 23
19, 169, 12, 98
19, 46, 12, 55
19, 47, 12, 90
19, 182, 12, 20
19, 56, 12, 19
19, 66, 12, 80
19, 194, 12, 61
19, 69, 12, 81
19, 70, 12, 36
19, 95, 12, 2
19, 103, 12, 13
19, 104, 12, 52
19, 106, 12, 64
19, 115, 12, 37
19, 128, 13, 72
19, 131, 13, 22
19, 132, 13, 45
19, 5, 13, 79
19, 140, 13, 99
19, 16, 13, 22
19, 23, 13, 60
19, 27, 13, 18
19, 33, 13, 88
19, 164, 13, 96
19, 170, 13, 52
19, 50, 13, 40
19, 60, 13, 47
19, 195, 13, 88
19, 67, 13, 50
19, 87, 13, 80
19, 103, 13, 13
19, 118, 13, 44
19, 127, 13, 47
19, 97, 14, 37
19, 199, 14, 95
19, 104, 14, 52
19, 10, 14, 86
19, 139, 14, 100
19, 106, 14, 64
19, 44, 14, 64
19, 110, 14, 28
19, 175, 14, 44
19, 13, 14, 14
19, 145, 14, 41
19, 182, 14, 20
19, 119, 14, 40
19, 120, 14, 79
19, 57, 14, 75
19, 63, 14, 42
19, 1, 15, 14
19, 2, 15, 16
19, 135, 15, 61
19, 73, 15, 65
19, 10, 15, 86
19, 139, 15, 100
19, 107, 15, 52
19, 17, 15, 37
19, 183, 15, 15
19, 187, 15, 53
19, 192, 16, 76
19, 128, 16, 72
19, 195, 16, 88
19, 36, 16, 32
19, 170, 16, 52
19, 79, 16, 74
19, 176, 16, 32
19, 81, 16, 47
19, 82, 16, 17
19, 116, 16, 91
19, 182, 16, 20
19, 119, 16, 40
19, 56, 16, 19
19, 59, 16, 16
19, 94, 16, 7
19, 1, 17, 14
19, 98, 17, 48
19, 3, 17, 23
19, 36, 17, 32
19, 5, 17, 79
19, 71, 17, 44
19, 74, 17, 16
19, 109, 17, 11
19, 173, 17, 25
19, 177, 17, 88
19, 18, 17, 37
19, 147, 17, 71
19, 50, 17, 40
19, 187, 17, 53
19, 92, 17, 54
19, 125, 17, 11
19, 131, 18, 22
19, 67, 18, 50
19, 69, 18, 81
19, 36, 18, 32
19, 185, 18, 66
19, 40, 18, 6
19, 105, 18, 15
19, 74, 18, 16
19, 11, 18, 18
19, 132, 18, 45
19, 137, 18, 45
19, 47, 18, 90
19, 81, 18, 47
19, 115, 18, 37
19, 180, 18, 89
