100, 200, 10
32, 129, 0, 51
32, 99, 0, 65
32, 100, 0, 61
32, 165, 0, 45
32, 77, 0, 67
32, 173, 0, 78
32, 47, 0, 23
32, 176, 0, 73
32, 178, 0, 46
32, 83, 0, 60
32, 114, 0, 47
32, 53, 0, 72
32, 87, 0, 95
32, 90, 0, 16
32, 187, 0, 65
32, 156, 0, 64
32, 93, 0, 26
32, 62, 0, 7
32, 128, 1, 14
32, 98, 1, 35
32, 40, 1, 38
32, 172, 1, 68
32, 77, 1, 67
32, 143, 1, 10
32, 182, 1, 75
32, 23, 1, 75
32, 60, 1, 99
32, 29, 1, 77
32, 126, 1, 58
32, 1, 2, 15
32, 16, 2, 57
32, 83, 2, 60
32, 149, 2, 88
32, 87, 2, 95
32, 119, 2, 32
32, 24, 2, 72
32, 125, 2, 100
32, 4, 3, 1
32, 132, 3, 24
32, 6, 3, 10
32, 135, 3, 12
32, 139, 3, 30
32, 14, 3, 74
32, 142, 3, 44
32, 146, 3, 96
32, 22, 3, 69
32, 23, 3, 75
32, 152, 3, 3
32, 35, 3, 22
32, 164, 3, 37
32, 37, 3, 47
32, 39, 3, 24
32, 193, 3, 53
32, 69, 3, 12
32, 79, 3, 33
32, 108, 3, 20
32, 126, 3, 58
32, 96, 4, 100
32, 99, 4, 65
32, 56, 4, 84
32, 101, 4, 34
32, 70, 4, 85
32, 199, 4, 98
32, 67, 4, 44
32, 136, 4, 47
32, 102, 4, 42
32, 46, 4, 54
32, 113, 4, 24
32, 147, 4, 5
32, 86, 4, 39
32, 184, 4, 57
32, 90, 4, 16
32, 123, 4, 96
32, 69, 5, 12
32, 165, 5, 45
32, 168, 5, 23
32, 9, 5, 75
32, 42, 5, 42
32, 105, 5, 73
32, 169, 5, 12
32, 106, 5, 89
32, 112, 5, 82
32, 17, 5, 49
32, 51, 5, 73
32, 55, 5, 30
32, 185, 5, 66
32, 123, 5, 96
32, 126, 5, 58
32, 1, 6, 15
32, 130, 6, 71
32, 164, 6, 37
32, 100, 6, 61
32, 70, 6, 85
32, 170, 6, 44
32, 139, 6, 30
32, 91, 6, 20
32, 143, 6, 10
32, 17, 6, 49
32, 22, 6, 69
32, 151, 6, 64
32, 26, 6, 77
32, 59, 6, 88
32, 31, 6, 92
32, 33, 7, 13
32, 34, 7, 79
32, 196, 7, 81
32, 102, 7, 42
32, 166, 7, 90
32, 71, 7, 71
32, 105, 7, 73
32, 44, 7, 3
32, 47, 7, 23
32, 85, 7, 28
32, 183, 7, 77
32, 25, 7, 93
32, 58, 7, 18
32, 187, 7, 65
32, 93, 7, 26
32, 63, 7, 21
32, 0, 8, 85
32, 197, 8, 92
32, 40, 8, 38
32, 104, 8, 43
32, 172, 8, 68
32, 48, 8, 84
32, 147, 8, 5
32, 84, 8, 26
32, 180, 8, 2
32, 25, 8, 93
32, 90, 8, 16
32, 158, 8, 53
32, 3, 9, 17
32, 74, 9, 27
32, 109, 9, 47
32, 154, 9, 46
32, 191, 9, 23
32, 130, 10, 71
32, 102, 10, 42
32, 167, 10, 65
32, 10, 10, 48
32, 106, 10, 89
32, 172, 10, 68
32, 46, 10, 54
32, 175, 10, 72
32, 16, 10, 57
32, 145, 10, 25
32, 88, 10, 10
32, 121, 10, 83
32, 26, 10, 77
32, 190, 10, 44
32, 158, 10, 53
32, 68, 11, 34
32, 16, 11, 57
32, 150, 11, 91
32, 88, 11, 10
32, 185, 11, 66
32, 123, 11, 96
32, 142, 12, 44
32, 17, 12, 49
32, 154, 12, 46
32, 42, 12, 42
32, 171, 12, 7
32, 174, 12, 84
32, 50, 12, 11
32, 179, 12, 98
32, 56, 12, 84
32, 188, 12, 71
32, 190, 12, 44
32, 197, 12, 92
32, 69, 12, 12
32, 82, 12, 73
32, 83, 12, 60
32, 88, 12, 10
32, 99, 12, 65
32, 101, 12, 34
32, 110, 12, 73
32, 194, 13, 88
32, 165, 13, 45
32, 167, 13, 65
32, 8, 13, 36
32, 139, 13, 30
32, 80, 13, 90
32, 178, 13, 46
32, 53, 13, 72
32, 58, 13, 18
32, 187, 13, 65
32, 94, 13, 68
32, 159, 13, 81
32, 96, 14, 100
32, 98, 14, 35
32, 130, 14, 71
32, 4, 14, 1
32, 165, 14, 45
32, 9, 14, 75
32, 107, 14, 35
32, 43, 14, 35
32, 82, 14, 73
32, 20, 14, 7
32, 150, 14, 91
32, 152, 14, 3
32, 189, 14, 56
32, 184, 14, 57
32, 4, 15, 1
32, 199, 15, 98
32, 105, 15, 73
32, 73, 15, 95
32, 108, 15, 20
32, 76, 15, 89
32, 78, 15, 71
32, 151, 15, 64
32, 30, 15, 76
32, 127, 15, 63
32, 163, 16, 2
32, 35, 16, 22
32, 7, 16, 68
32, 41, 16, 19
32, 174, 16, 84
32, 15, 16, 94
32, 83, 16, 60
32, 117, 16, 18
32, 28, 16, 71
32, 93, 16, 26
32, 42, 17, 42
32, 171, 17, 7
