100, 200, 10
18, 97, 0, 78
18, 37, 0, 67
18, 70, 0, 90
18, 135, 0, 38
18, 145, 0, 25
18, 29, 0, 21
18, 17, 0, 30
18, 84, 0, 8
18, 82, 0, 8
18, 119, 0, 60
18, 152, 0, 90
18, 122, 0, 75
18, 93, 0, 39
18, 158, 0, 3
18, 136, 1, 17
18, 43, 1, 88
18, 25, 1, 18
18, 187, 1, 22
18, 93, 1, 39
18, 159, 2, 3
18, 65, 2, 73
18, 191, 2, 50
18, 193, 2, 9
18, 166, 2, 91
18, 168, 2, 37
18, 138, 2, 82
18, 172, 2, 55
18, 77, 2, 7
18, 15, 2, 66
18, 19, 2, 69
18, 183, 2, 86
18, 88, 2, 9
18, 120, 2, 87
18, 31, 2, 79
18, 161, 3, 60
18, 3, 3, 20
18, 11, 3, 100
18, 78, 3, 62
18, 189, 3, 68
18, 191, 3, 50
18, 64, 4, 6
18, 141, 4, 30
18, 52, 4, 60
18, 88, 4, 9
18, 90, 4, 96
18, 157, 4, 46
18, 184, 4, 65
18, 98, 5, 33
18, 6, 5, 85
18, 158, 5, 3
18, 43, 5, 88
18, 110, 5, 87
18, 142, 5, 13
18, 51, 5, 53
18, 123, 5, 13
18, 94, 5, 40
18, 191, 5, 50
18, 98, 6, 33
18, 100, 6, 22
18, 5, 6, 56
18, 198, 6, 53
18, 170, 6, 27
18, 28, 6, 31
18, 14, 6, 6
18, 186, 6, 47
18, 155, 6, 56
18, 156, 6, 73
18, 127, 6, 51
18, 99, 7, 82
18, 163, 7, 77
18, 5, 7, 56
18, 6, 7, 85
18, 199, 7, 51
18, 9, 7, 29
18, 13, 7, 64
18, 182, 7, 69
18, 90, 7, 96
18, 123, 7, 13
18, 124, 7, 22
18, 3, 8, 20
18, 199, 8, 51
18, 168, 8, 37
18, 13, 8, 64
18, 184, 8, 65
18, 34, 9, 19
18, 8, 9, 94
18, 41, 9, 66
18, 142, 9, 13
18, 79, 9, 20
18, 60, 9, 76
18, 31, 9, 79
18, 128, 10, 87
18, 130, 10, 65
18, 144, 10, 92
18, 28, 10, 31
18, 29, 10, 21
18, 163, 10, 77
18, 37, 10, 67
18, 169, 10, 55
18, 186, 10, 47
18, 188, 10, 78
18, 189, 10, 68
18, 191, 10, 50
18, 193, 10, 9
18, 66, 10, 23
18, 69, 10, 96
18, 71, 10, 78
18, 75, 10, 58
18, 85, 10, 81
18, 108, 10, 21
18, 128, 11, 87
18, 192, 11, 60
18, 164, 11, 97
18, 101, 11, 97
18, 134, 11, 18
18, 103, 11, 14
18, 9, 11, 29
18, 44, 11, 92
18, 80, 11, 87
18, 148, 11, 59
18, 91, 11, 22
18, 92, 11, 31
18, 189, 11, 68
18, 33, 12, 86
18, 38, 12, 64
18, 73, 12, 10
18, 42, 12, 66
18, 11, 12, 100
18, 13, 12, 64
18, 14, 12, 6
18, 79, 12, 20
18, 111, 12, 33
18, 17, 12, 30
18, 82, 12, 8
18, 112, 12, 56
18, 183, 12, 86
18, 89, 12, 84
18, 93, 12, 39
18, 30, 12, 40
18, 34, 13, 19
18, 40, 13, 46
18, 138, 13, 82
18, 172, 13, 55
18, 174, 13, 33
18, 175, 13, 47
18, 144, 13, 92
18, 176, 13, 46
18, 82, 13, 8
18, 119, 13, 60
18, 60, 13, 76
18, 158, 13, 3
18, 38, 14, 64
18, 167, 14, 54
18, 18, 14, 14
18, 148, 14, 59
18, 22, 14, 15
18, 1, 15, 12
18, 5, 15, 56
18, 9, 15, 29
18, 138, 15, 82
18, 15, 15, 66
18, 20, 15, 46
18, 28, 15, 31
18, 30, 15, 40
18, 161, 15, 60
18, 45, 15, 6
18, 49, 15, 96
18, 53, 15, 94
18, 63, 15, 89
18, 67, 15, 74
18, 199, 15, 51
18, 105, 15, 33
18, 111, 15, 33
18, 115, 15, 83
18, 123, 15, 13
18, 126, 15, 75
18, 128, 16, 87
18, 192, 16, 60
18, 0, 16, 55
18, 193, 16, 9
18, 6, 16, 85
18, 75, 16, 58
18, 171, 16, 32
18, 108, 16, 21
18, 78, 16, 62
18, 113, 16, 26
18, 18, 16, 14
18, 19, 16, 69
18, 116, 16, 88
18, 182, 16, 69
18, 54, 16, 36
18, 187, 16, 22
18, 92, 16, 31
18, 93, 16, 39
18, 159, 17, 3
18, 100, 17, 22
18, 168, 17, 37
18, 105, 17, 33
18, 12, 17, 25
18, 45, 17, 6
18, 143, 17, 4
18, 180, 17, 31
18, 95, 17, 4
18, 94, 17, 40
