200, 400, 20
26, 224, 0, 87
26, 312, 0, 37
26, 226, 0, 11
26, 356, 0, 56
26, 69, 0, 18
26, 163, 0, 64
26, 167, 0, 65
26, 292, 0, 76
26, 361, 0, 67
26, 328, 0, 38
26, 206, 0, 38
26, 174, 0, 61
26, 113, 0, 79
26, 23, 0, 40
26, 181, 0, 78
26, 151, 0, 94
26, 344, 0, 76
26, 225, 1, 66
26, 197, 1, 58
26, 38, 1, 87
26, 71, 1, 43
26, 266, 1, 53
26, 204, 1, 39
26, 305, 1, 43
26, 57, 1, 33
26, 255, 1, 22
26, 168, 2, 30
26, 137, 2, 39
26, 398, 2, 60
26, 182, 2, 18
26, 119, 2, 89
26, 96, 3, 8
26, 361, 3, 67
26, 139, 3, 89
26, 11, 3, 26
26, 207, 3, 97
26, 251, 3, 44
26, 260, 4, 30
26, 262, 4, 65
26, 136, 4, 11
26, 273, 4, 13
26, 24, 4, 20
26, 32, 4, 46
26, 34, 4, 37
26, 43, 4, 62
26, 302, 4, 1
26, 303, 4, 29
26, 179, 4, 95
26, 180, 4, 84
26, 316, 4, 87
26, 64, 4, 86
26, 197, 4, 58
26, 348, 4, 32
26, 225, 4, 66
26, 356, 4, 56
26, 111, 4, 99
26, 376, 4, 63
26, 5, 5, 32
26, 8, 5, 23
26, 12, 5, 98
26, 272, 5, 85
26, 155, 5, 52
26, 166, 5, 88
26, 294, 5, 77
26, 311, 5, 97
26, 57, 5, 33
26, 61, 5, 71
26, 199, 5, 41
26, 77, 5, 70
26, 208, 5, 44
26, 215, 5, 89
26, 88, 5, 69
26, 224, 5, 87
26, 225, 5, 66
26, 111, 5, 99
26, 246, 5, 34
26, 249, 5, 62
26, 387, 6, 23
26, 265, 6, 29
26, 267, 6, 100
26, 363, 6, 26
26, 84, 6, 2
26, 248, 6, 77
26, 288, 7, 49
26, 121, 7, 15
26, 164, 7, 5
26, 103, 7, 3
26, 104, 7, 98
26, 233, 7, 66
26, 235, 7, 1
26, 398, 7, 60
26, 19, 7, 58
26, 54, 7, 82
26, 248, 7, 77
26, 153, 7, 29
26, 314, 7, 15
26, 253, 7, 90
26, 30, 7, 6
26, 165, 8, 35
26, 199, 8, 41
26, 12, 8, 98
26, 92, 8, 57
26, 84, 8, 2
26, 284, 8, 11
26, 384, 9, 95
26, 231, 9, 32
26, 264, 9, 23
26, 363, 9, 26
26, 45, 9, 13
26, 111, 9, 99
26, 144, 9, 54
26, 210, 9, 21
26, 52, 9, 94
26, 373, 9, 73
26, 86, 9, 23
26, 23, 9, 40
26, 24, 9, 20
26, 284, 9, 11
26, 154, 9, 25
26, 28, 9, 4
26, 61, 9, 71
26, 261, 10, 71
26, 165, 10, 35
26, 231, 10, 32
26, 13, 10, 23
26, 241, 10, 88
26, 338, 10, 20
26, 156, 10, 79
26, 255, 10, 22
26, 224, 11, 87
26, 16, 11, 10
26, 242, 11, 59
26, 381, 11, 67
26, 285, 11, 87
26, 128, 12, 85
26, 353, 12, 53
26, 162, 12, 97
26, 195, 12, 60
26, 293, 12, 52
26, 69, 12, 18
26, 7, 12, 67
26, 233, 12, 66
26, 105, 12, 51
26, 79, 12, 9
26, 368, 12, 4
26, 83, 12, 11
26, 212, 12, 74
26, 244, 12, 43
26, 22, 12, 67
26, 154, 12, 25
26, 379, 12, 3
26, 94, 12, 84
26, 128, 13, 85
26, 389, 13, 26
26, 20, 13, 14
26, 26, 13, 33
26, 42, 13, 72
26, 178, 13, 81
26, 186, 13, 75
26, 319, 13, 82
26, 70, 13, 56
26, 204, 13, 39
26, 337, 13, 76
26, 341, 13, 11
26, 216, 13, 92
26, 226, 13, 11
26, 231, 13, 32
26, 364, 13, 98
26, 114, 13, 40
26, 120, 13, 46
26, 251, 13, 44
26, 382, 13, 96
26, 194, 14, 56
26, 99, 14, 19
26, 293, 14, 52
26, 266, 14, 53
26, 11, 14, 26
26, 333, 14, 94
26, 51, 14, 60
26, 53, 14, 29
26, 290, 15, 35
26, 390, 15, 87
26, 42, 15, 72
26, 139, 15, 89
26, 84, 15, 2
26, 215, 15, 89
26, 92, 15, 57
26, 387, 16, 23
26, 260, 16, 30
26, 261, 16, 71
26, 39, 16, 32
26, 10, 16, 6
26, 173, 16, 37
26, 370, 16, 52
26, 375, 16, 55
26, 280, 16, 10
26, 282, 16, 95
26, 187, 16, 21
26, 157, 16, 30
26, 158, 16, 30
26, 95, 16, 20
26, 384, 17, 95
26, 198, 17, 73
26, 296, 17, 4
26, 170, 17, 86
26, 299, 17, 31
26, 109, 17, 16
26, 206, 17, 38
26, 173, 17, 37
26, 399, 17, 17
26, 17, 17, 23
26, 85, 17, 49
26, 341, 17, 11
26, 249, 17, 62
26, 250, 17, 42
26, 63, 17, 50
26, 160, 18, 34
26, 194, 18, 56
26, 355, 18, 35
