200, 400, 20
11, 193, 0, 46
11, 33, 0, 19
11, 292, 0, 68
11, 230, 0, 49
11, 231, 0, 4
11, 234, 0, 83
11, 298, 0, 52
11, 111, 0, 35
11, 52, 0, 26
11, 118, 0, 48
11, 375, 0, 91
11, 22, 0, 73
11, 89, 0, 84
11, 259, 1, 70
11, 132, 1, 67
11, 68, 1, 32
11, 131, 1, 7
11, 299, 1, 25
11, 334, 1, 53
11, 339, 1, 3
11, 341, 1, 58
11, 150, 1, 81
11, 278, 1, 85
11, 282, 1, 91
11, 187, 1, 32
11, 388, 2, 5
11, 133, 2, 5
11, 399, 2, 7
11, 240, 2, 27
11, 18, 2, 54
11, 86, 2, 34
11, 127, 2, 51
11, 129, 3, 87
11, 323, 3, 59
11, 77, 3, 21
11, 397, 3, 55
11, 303, 3, 10
11, 81, 3, 40
11, 115, 3, 75
11, 149, 3, 87
11, 87, 3, 98
11, 23, 3, 37
11, 249, 3, 17
11, 57, 3, 69
11, 353, 4, 26
11, 228, 4, 53
11, 198, 4, 51
11, 328, 4, 59
11, 298, 4, 52
11, 11, 4, 63
11, 305, 4, 35
11, 58, 4, 12
11, 93, 4, 27
11, 352, 5, 69
11, 353, 5, 26
11, 70, 5, 22
11, 18, 5, 54
11, 53, 5, 9
11, 310, 5, 25
11, 345, 5, 79
11, 317, 5, 54
11, 294, 6, 58
11, 265, 6, 29
11, 42, 6, 26
11, 139, 6, 77
11, 141, 6, 87
11, 46, 6, 31
11, 365, 6, 33
11, 174, 6, 2
11, 148, 6, 48
11, 182, 6, 28
11, 249, 6, 17
11, 188, 6, 97
11, 286, 6, 50
11, 132, 7, 67
11, 157, 7, 71
11, 33, 7, 19
11, 290, 7, 72
11, 166, 7, 85
11, 42, 7, 26
11, 44, 7, 39
11, 51, 7, 94
11, 319, 7, 76
11, 65, 7, 57
11, 74, 7, 4
11, 207, 7, 14
11, 80, 7, 95
11, 341, 7, 58
11, 347, 7, 48
11, 92, 7, 80
11, 358, 7, 63
11, 246, 7, 80
11, 250, 7, 5
11, 124, 7, 57
11, 197, 8, 16
11, 78, 8, 6
11, 304, 8, 96
11, 18, 8, 54
11, 312, 8, 49
11, 379, 8, 82
11, 316, 8, 95
11, 317, 8, 54
11, 256, 9, 65
11, 98, 9, 41
11, 354, 9, 15
11, 171, 9, 74
11, 139, 9, 77
11, 238, 9, 38
11, 371, 9, 29
11, 220, 9, 43
11, 309, 9, 9
11, 252, 9, 74
11, 221, 9, 5
11, 350, 9, 46
11, 163, 10, 85
11, 100, 10, 82
11, 229, 10, 93
11, 103, 10, 28
11, 360, 10, 90
11, 137, 10, 76
11, 43, 10, 17
11, 172, 10, 53
11, 174, 10, 2
11, 206, 10, 82
11, 56, 10, 91
11, 314, 10, 99
11, 225, 11, 67
11, 129, 11, 87
11, 359, 11, 40
11, 135, 11, 76
11, 297, 11, 90
11, 362, 11, 25
11, 146, 11, 82
11, 83, 11, 22
11, 117, 11, 46
11, 379, 11, 82
11, 130, 12, 81
11, 67, 12, 31
11, 386, 12, 73
11, 230, 12, 49
11, 72, 12, 1
11, 137, 12, 76
11, 139, 12, 77
11, 332, 12, 76
11, 46, 12, 31
11, 49, 12, 37
11, 50, 12, 46
11, 115, 12, 75
11, 178, 12, 4
11, 145, 12, 26
11, 246, 12, 80
11, 26, 12, 90
11, 348, 12, 43
11, 157, 12, 71
11, 384, 13, 16
11, 398, 13, 13
11, 271, 13, 19
11, 286, 13, 50
11, 291, 13, 15
11, 166, 13, 85
11, 167, 13, 8
11, 296, 13, 75
11, 314, 13, 99
