200, 400, 20
7, 321, 0, 60
7, 162, 0, 26
7, 100, 0, 96
7, 201, 0, 17
7, 25, 0, 77
7, 189, 0, 16
7, 128, 1, 13
7, 131, 1, 59
7, 389, 1, 65
7, 391, 1, 12
7, 264, 1, 24
7, 232, 1, 32
7, 40, 1, 10
7, 137, 1, 59
7, 76, 1, 79
7, 135, 1, 81
7, 231, 1, 44
7, 23, 1, 41
7, 182, 1, 90
7, 374, 1, 31
7, 280, 1, 28
7, 190, 1, 22
7, 259, 2, 18
7, 7, 2, 24
7, 21, 2, 31
7, 160, 2, 9
7, 168, 2, 30
7, 170, 2, 23
7, 177, 2, 78
7, 52, 2, 65
7, 310, 2, 31
7, 318, 2, 81
7, 192, 2, 67
7, 328, 2, 85
7, 340, 2, 34
7, 247, 2, 19
7, 95, 2, 94
7, 99, 2, 6
7, 356, 2, 100
7, 106, 2, 1
7, 372, 2, 37
7, 375, 2, 25
7, 64, 3, 56
7, 130, 3, 81
7, 259, 3, 18
7, 324, 3, 38
7, 163, 3, 85
7, 388, 3, 62
7, 136, 3, 51
7, 8, 3, 16
7, 138, 3, 45
7, 140, 3, 12
7, 206, 3, 53
7, 148, 3, 33
7, 85, 3, 68
7, 152, 3, 96
7, 313, 3, 2
7, 250, 3, 84
7, 128, 4, 13
7, 346, 4, 66
7, 367, 4, 22
7, 208, 4, 3
7, 275, 4, 36
7, 152, 4, 96
7, 58, 4, 21
7, 159, 4, 27
7, 322, 5, 44
7, 100, 5, 96
7, 357, 5, 62
7, 165, 5, 10
7, 13, 5, 83
7, 270, 5, 80
7, 246, 5, 75
7, 25, 5, 77
7, 124, 5, 63
7, 129, 6, 39
7, 322, 6, 44
7, 226, 6, 42
7, 163, 6, 85
7, 354, 6, 27
7, 358, 6, 31
7, 327, 6, 20
7, 104, 6, 72
7, 106, 6, 1
7, 268, 6, 30
7, 397, 6, 93
7, 274, 6, 24
7, 275, 6, 36
7, 178, 6, 36
7, 119, 6, 94
7, 154, 6, 46
7, 279, 6, 68
7, 129, 7, 39
7, 98, 7, 66
7, 322, 7, 44
7, 229, 7, 78
7, 397, 7, 93
7, 302, 7, 26
7, 14, 7, 44
7, 113, 7, 95
7, 371, 7, 68
7, 2, 8, 21
7, 99, 8, 6
7, 226, 8, 42
7, 330, 8, 79
7, 364, 8, 96
7, 111, 8, 98
7, 145, 8, 5
7, 116, 8, 90
7, 93, 8, 43
7, 150, 8, 75
7, 23, 8, 41
7, 58, 8, 21
7, 59, 8, 51
7, 380, 8, 100
7, 221, 8, 89
7, 223, 8, 17
7, 132, 9, 62
7, 394, 9, 22
7, 275, 9, 36
7, 148, 9, 33
7, 147, 9, 44
7, 152, 9, 96
7, 39, 9, 61
7, 170, 9, 23
7, 179, 9, 93
7, 183, 9, 80
7, 184, 9, 46
7, 323, 9, 75
7, 328, 9, 85
7, 216, 9, 14
7, 350, 9, 17
7, 224, 9, 2
7, 354, 9, 27
7, 226, 9, 42
7, 105, 9, 6
7, 248, 9, 20
7, 96, 10, 25
7, 391, 10, 12
7, 168, 10, 30
7, 77, 10, 15
7, 111, 10, 98
7, 144, 10, 100
7, 80, 10, 34
7, 244, 10, 65
7, 56, 10, 29
7, 345, 10, 20
7, 314, 10, 11
7, 30, 10, 97
7, 287, 10, 22
7, 3, 11, 96
7, 391, 11, 12
7, 207, 11, 73
7, 23, 11, 41
7, 251, 11, 81
7, 322, 12, 44
7, 259, 12, 18
7, 255, 12, 51
7, 168, 12, 30
7, 269, 12, 42
7, 306, 12, 71
7, 53, 12, 47
7, 118, 12, 33
7, 316, 12, 49
7, 31, 12, 68
7, 3, 13, 96
7, 266, 13, 66
7, 275, 13, 36
7, 23, 13, 41
7, 165, 13, 10
7, 170, 13, 23
7, 45, 13, 62
7, 56, 13, 29
7, 199, 13, 77
7, 206, 13, 53
7, 338, 13, 47
7, 83, 13, 65
7, 343, 13, 65
7, 92, 13, 56
7, 351, 13, 56
7, 99, 13, 6
7, 228, 13, 98
7, 106, 13, 1
7, 239, 13, 53
7, 256, 14, 23
7, 132, 14, 62
7, 133, 14, 97
7, 45, 14, 62
7, 180, 14, 80
7, 86, 14, 81
7, 22, 14, 60
7, 88, 14, 15
7, 59, 14, 51
7, 221, 14, 89
7, 95, 14, 94
7, 127, 14, 39
7, 160, 15, 9
7, 197, 15, 63
7, 102, 15, 80
7, 165, 15, 10
7, 264, 15, 24
7, 10, 15, 99
7, 235, 15, 60
7, 76, 15, 79
7, 77, 15, 15
7, 46, 15, 80
7, 240, 15, 81
7, 368, 15, 32
7, 115, 15, 37
7, 84, 15, 42
7, 275, 15, 36
7, 184, 15, 46
7, 381, 15, 87
7, 191, 15, 66
7, 32, 16, 86
7, 322, 16, 44
7, 194, 16, 64
7, 319, 16, 29
7, 297, 16, 13
7, 170, 16, 23
7, 171, 16, 65
7, 16, 16, 16
