60, 6000, 1800
11, 65, 0, 0, 0.04153, 0
11, 73, 0, 0, 0.05843, 0
11, 99, 0, 0, 0.02319, 0
11, 150, 0, 0, 0.07033, 0
11, 187, 0, 0, 0.00917, 0
11, 199, 0, 0, 0.06672, 0
11, 275, 0, 0, 0.03346, 0
11, 317, 0, 0, 0.0184, 0
11, 360, 0, 0, 0.09676, 0
11, 437, 0, 0, 0.00877, 0
11, 494, 0, 0, 0.0037, 0
11, 511, 0, 0, 0.07338, 0
11, 701, 0, 0, 0.02885, 0
11, 782, 0, 0, 0.07435, 0
11, 800, 0, 0, 0.34532, 0
11, 840, 0, 0, 0.00971, 0
11, 889, 0, 0, 0.01758, 0
11, 899, 0, 0, 0.14372, 0
11, 919, 0, 0, 0.01911, 0
11, 924, 0, 0, 0.39681, 0
11, 944, 0, 0, 0.00518, 0
11, 972, 0, 0, 0.04184, 0
11, 1355, 0, 0, 0.59352, 0
11, 1365, 0, 0, 0.01311, 0
11, 1381, 0, 0, 0.012, 0
11, 1537, 0, 0, 0.00648, 0
11, 1538, 0, 0, 0.00298, 0
11, 1554, 0, 0, 0.01614, 0
11, 1584, 0, 0, 0.00889, 0
11, 1665, 0, 0, 0.00993, 0
11, 1725, 0, 0, 0.00341, 0
11, 1778, 0, 0, 0.02797, 0
11, 1803, 0, 0, 0.06849, 0
11, 1821, 0, 0, 0.00843, 0
11, 1936, 0, 0, 0.02673, 0
11, 1971, 0, 0, 0.01991, 0
11, 2021, 0, 0, 0.01848, 0
11, 2039, 0, 0, 0.01848, 0
11, 2040, 0, 0, 0.00661, 0
11, 2127, 0, 0, 0.01226, 0
11, 2130, 0, 0, 0.00786, 0
11, 2131, 0, 0, 0.01447, 0
11, 2133, 0, 0, 0.03048, 0
11, 2263, 0, 0, 0.03145, 0
11, 2273, 0, 0, 0.00625, 0
11, 2394, 0, 0, 0.06033, 0
11, 2517, 0, 0, 0.01519, 0
11, 2543, 0, 0, 0.0112, 0
11, 2575, 0, 0, 0.00522, 0
11, 2692, 0, 0, 0.65711, 1
11, 2864, 0, 0, 0.00513, 0
11, 2880, 0, 0, 0.00592, 0
11, 2898, 0, 0, 0.03559, 0
11, 2913, 0, 0, 0.00645, 0
11, 2916, 0, 0, 0.01847, 0
11, 2936, 0, 0, 0.39789, 0
11, 2962, 0, 0, 0.01232, 0
11, 2985, 0, 0, 0.04074, 0
11, 3007, 0, 0, 0.4516, 1
11, 3175, 0, 0, 0.01781, 0
11, 3179, 0, 0, 0.0495, 0
11, 3234, 0, 0, 0.27213, 0
11, 3319, 0, 0, 0.01969, 0
11, 3347, 0, 0, 0.1357, 0
11, 3500, 0, 0, 0.23339, 0
11, 3520, 0, 0, 0.22903, 1
11, 3559, 0, 0, 0.16095, 0
11, 3590, 0, 0, 0.05523, 0
11, 3599, 0, 0, 0.01114, 0
11, 3639, 0, 0, 0.01454, 0
11, 3685, 0, 0, 0.11617, 0
11, 3692, 0, 0, 0.00412, 0
11, 3723, 0, 0, 0.07157, 0
11, 3769, 0, 0, 0.07878, 0
11, 4046, 0, 0, 0.03536, 0
11, 4052, 0, 0, 0.02594, 0
11, 4061, 0, 0, 0.009, 0
11, 4079, 0, 0, 0.03054, 0
11, 4081, 0, 0, 0.01987, 0
11, 4136, 0, 0, 0.07872, 0
11, 4174, 0, 0, 0.1065, 0
11, 4291, 0, 0, 0.0635, 0
11, 4407, 0, 0, 0.0209, 0
11, 4446, 0, 0, 0.00607, 0
